,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
3688,Walter Silvieiro,26,Brazil,72,72,Sport Club do Recife,3400000.0,14000.0,1.0,3.0,3.0,2.0,ST,"Jan 1, 2018",2018,177.8,69.84126984126982,59.0,6500000.0,0.0,0,3,1,65.0,33.0,9.2,62.5,64.85714285714286,71.66666666666667,68.0,72.0,70.0
3689,M. Waghorn,28,England,72,72,Derby County,3200000.0,34000.0,1.0,4.0,3.0,3.0,ST,"Aug 8, 2018",2021,177.8,82.99319727891157,70.0,6100000.0,1.0,0,2,3,65.5,25.5,12.4,66.0,69.28571428571429,72.83333333333333,67.0,71.5,66.0
3695,P. Rubio,29,Chile,72,72,CD Everton de Viña del Mar,3100000.0,10000.0,1.0,3.0,3.0,2.0,ST,,"Dec 31, 2018",175.26,73.92290249433107,58.0,,0.0,0,3,1,69.5,22.25,11.0,61.75,72.57142857142857,65.83333333333333,64.5,75.5,69.0
3696,C. Strandberg,22,Sweden,72,78,Malmö FF,4300000.0,6000.0,1.0,2.0,3.0,3.0,ST,"Aug 9, 2017",2021,185.42,84.80725623582768,58.0,6500000.0,1.0,6,2,1,67.5,23.75,11.6,54.75,68.57142857142857,56.5,64.5,83.5,66.0
3699,Josué da Feira,26,Brazil,72,72,Vitória,3400000.0,11000.0,1.0,3.0,3.0,2.0,ST,"Jan 1, 2018",2021,177.8,71.20181405895691,49.0,6500000.0,0.0,0,2,2,72.5,23.25,14.2,65.5,66.28571428571429,69.0,59.5,69.0,69.0
3704,M. Olunga,24,Kenya,72,79,Kashiwa Reysol,4400000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Aug 10, 2018",2021,193.04,84.80725623582768,70.0,6400000.0,1.0,7,3,1,70.5,22.25,9.0,51.5,67.28571428571429,59.83333333333334,54.5,71.0,69.0
3707,I. Kiese Thelin,26,Sweden,72,74,Bayer 04 Leverkusen,3800000.0,16000.0,1.0,3.0,3.0,1.0,ST,,"Jun 30, 2019",187.96,82.08616780045352,71.0,,0.0,2,3,2,68.5,25.0,11.6,61.75,65.14285714285714,59.16666666666666,73.0,54.0,78.0
3711,Quique,28,Spain,72,72,Deportivo de La Coruña,3200000.0,9000.0,1.0,3.0,3.0,2.0,ST,"Jul 20, 2018",2022,175.26,67.12018140589569,49.0,5100000.0,1.0,0,2,3,66.5,39.0,11.6,65.75,74.0,68.16666666666667,70.5,74.5,68.0
3718,J. Tallo,25,Ivory Coast,72,76,Vitória Guimarães,4100000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Sep 12, 2017",2020,185.42,79.81859410430839,72.0,8900000.0,0.0,4,2,1,72.0,24.25,12.4,59.25,71.85714285714286,65.83333333333333,68.0,69.0,65.0
3727,M. Ducksch,24,Germany,72,76,Fortuna Düsseldorf,4100000.0,20000.0,1.0,3.0,3.0,1.0,ST,"Jul 1, 2018",2022,187.96,78.91156462585032,55.0,7700000.0,0.0,4,2,2,67.5,28.25,10.6,59.75,67.85714285714286,66.83333333333333,63.5,66.0,72.0
3751,J. Tagueu,24,Cameroon,72,75,Clube Sport Marítimo,4000000.0,8000.0,1.0,3.0,3.0,3.0,ST,"Jan 8, 2018",2019,177.8,78.0045351473923,32.0,8700000.0,1.0,3,2,1,71.0,23.75,13.0,60.25,70.42857142857143,55.83333333333334,65.0,70.5,73.0
3762,C. Riaño,29,Argentina,72,72,Club Necaxa,3100000.0,12000.0,1.0,2.0,3.0,2.0,ST,"Jul 1, 2016",2023,177.8,74.82993197278911,44.0,5300000.0,0.0,0,2,2,70.5,16.5,11.6,65.0,68.0,61.33333333333334,67.0,77.0,77.0
3773,Álvaro,27,Spain,72,73,Real Zaragoza,3600000.0,20000.0,1.0,3.0,3.0,2.0,ST,,"Jun 30, 2019",182.88,78.0045351473923,64.0,,0.0,1,3,3,68.5,35.5,10.6,63.0,68.71428571428571,68.66666666666667,67.0,73.5,67.0
3779,K. Lafferty,30,Northern Ireland,72,72,Rangers FC,3000000.0,38000.0,1.0,4.0,3.0,1.0,ST,"Aug 22, 2018",2020,193.04,87.98185941043086,82.0,5400000.0,0.0,0,2,3,66.5,28.25,10.2,60.25,72.71428571428571,69.83333333333333,68.0,67.0,76.0
3788,J. Hugill,26,England,72,75,Middlesbrough,3900000.0,51000.0,1.0,2.0,3.0,2.0,ST,,"Jun 30, 2019",182.88,84.80725623582768,92.0,,0.0,3,3,3,67.0,33.0,12.6,50.5,72.28571428571429,59.16666666666666,62.0,73.0,80.0
3795,M. Demir,26,Turkey,72,74,Sivasspor,3800000.0,12000.0,1.0,3.0,3.0,2.0,ST,"Jul 24, 2017",2019,180.34,68.93424036281178,59.0,7900000.0,0.0,2,3,1,73.5,30.75,11.6,68.5,71.14285714285714,74.5,69.5,76.0,64.0
3796,D. Lezcano,28,Paraguay,72,72,FC Ingolstadt 04,3200000.0,21000.0,1.0,4.0,3.0,2.0,ST,"Jan 15, 2016",2020,177.8,78.91156462585032,82.0,5100000.0,0.0,0,3,2,72.5,38.5,10.0,64.0,76.0,71.0,74.0,82.0,70.0
3799,W. Owusu,28,Ghana,72,72,Royal Antwerp FC,3200000.0,11000.0,1.0,4.0,2.0,1.0,ST,"Jul 22, 2014",2019,185.42,73.92290249433107,69.0,4800000.0,0.0,0,3,3,61.0,30.75,13.4,61.75,70.85714285714286,63.33333333333334,72.0,68.5,74.0
3802,O. Rivero,26,Uruguay,72,75,Club Atlas,3900000.0,17000.0,1.0,3.0,3.0,2.0,ST,"Jul 1, 2018",2019,187.96,82.08616780045352,69.0,7000000.0,0.0,3,3,2,68.5,20.25,12.2,53.75,72.42857142857143,56.33333333333334,63.0,72.5,71.0
3805,O. Şişmanoğlu,28,Germany,72,72,Yeni Malatyaspor,3200000.0,13000.0,1.0,3.0,3.0,2.0,ST,"Jul 9, 2018",2019,185.42,82.99319727891157,53.0,6400000.0,0.0,0,2,1,67.5,41.75,10.8,57.75,70.0,59.83333333333334,69.0,74.5,75.0
3806,A. Zaldívar,24,Mexico,72,77,Guadalajara,4200000.0,25000.0,1.0,3.0,3.0,1.0,ST,"Jan 1, 2012",2023,177.8,76.19047619047619,43.0,7500000.0,1.0,5,3,1,70.0,40.75,10.2,61.5,68.28571428571429,66.83333333333333,65.0,79.0,73.0
3812,Nuno da Costa,27,Cape Verde,72,73,RC Strasbourg Alsace,3600000.0,15000.0,1.0,3.0,3.0,1.0,ST,"Jul 3, 2017",2021,182.88,69.84126984126982,33.0,7500000.0,0.0,1,3,3,74.5,22.25,10.8,52.0,69.85714285714286,59.0,70.5,78.5,74.0
3814,B. Jeannot,26,France,72,74,Dijon FCO,3800000.0,12000.0,1.0,3.0,3.0,2.0,ST,"Jul 12, 2017",2021,182.88,78.0045351473923,54.0,7900000.0,0.0,2,2,1,68.5,25.5,9.2,61.5,67.0,64.66666666666667,65.5,65.5,67.0
3831,Douglas,30,Brazil,72,72,Shimizu S-Pulse,3000000.0,4000.0,1.0,3.0,3.0,3.0,ST,"Jul 23, 2018",2019,182.88,73.92290249433107,62.0,3800000.0,1.0,0,3,2,71.5,19.25,9.4,51.5,66.42857142857143,64.33333333333333,56.5,71.5,73.0
3834,R. Bobadilla,31,Paraguay,72,72,Argentinos Juniors,2800000.0,11000.0,2.0,3.0,3.0,3.0,ST,"Jul 1, 2018",2021,177.8,91.156462585034,86.0,4000000.0,0.0,0,3,2,70.5,39.5,11.4,65.5,72.14285714285714,73.5,65.0,68.5,70.0
3846,S. Bahoken,26,Cameroon,72,75,Angers SCO,3900000.0,18000.0,1.0,3.0,3.0,2.0,ST,"Jul 1, 2018",2022,185.42,78.0045351473923,54.0,8100000.0,0.0,3,2,2,70.0,18.25,12.2,50.25,67.42857142857143,54.66666666666666,61.5,79.5,65.0
3853,M. Trotta,25,Italy,72,74,Sassuolo,3900000.0,34000.0,1.0,3.0,3.0,2.0,ST,"Jan 20, 2016",2020,187.96,84.80725623582768,57.0,6900000.0,1.0,2,3,1,68.0,38.75,12.2,58.25,68.42857142857143,67.83333333333333,68.5,65.5,75.0
3861,Yeom Ki Hun,35,Korea Republic,72,72,Suwon Samsung Bluewings,1400000.0,6000.0,2.0,3.0,3.0,2.0,ST,"Jan 1, 2010",2018,182.88,78.0045351473923,57.0,1800000.0,1.0,0,2,2,71.5,38.5,8.6,71.75,71.28571428571429,73.33333333333333,76.0,64.5,68.0
3870,Rui Fonte,28,Portugal,72,72,LOSC Lille,3200000.0,41000.0,2.0,3.0,3.0,1.0,ST,,"Jun 30, 2019",180.34,73.01587301587301,59.0,,0.0,0,2,2,70.0,37.75,12.0,68.75,70.42857142857143,67.83333333333333,73.5,65.0,70.0
3879,A. Weimann,26,Austria,72,72,Bristol City,3400000.0,32000.0,1.0,3.0,3.0,2.0,ST,"Jul 3, 2018",2021,177.8,76.19047619047619,76.0,6500000.0,0.0,0,3,2,69.0,41.0,10.8,56.0,66.71428571428571,69.0,68.0,83.5,68.0
3895,K. Schindler,24,Ghana,72,75,Holstein Kiel,3900000.0,9000.0,1.0,4.0,3.0,2.0,ST,"Jul 1, 2016",2019,180.34,77.09750566893423,41.0,6400000.0,0.0,3,2,2,68.0,43.5,8.2,60.75,71.28571428571429,59.83333333333334,69.5,86.0,48.0
3900,N. Jelavić,32,Croatia,72,72,Guizhou Hengfeng FC,2500000.0,13000.0,2.0,4.0,3.0,2.0,ST,"Jan 31, 2018",2020,187.96,87.98185941043086,78.0,5300000.0,0.0,0,2,1,72.0,32.5,9.0,66.0,64.28571428571429,73.5,69.0,41.5,82.0
3910,I. Ávila,27,Peru,72,72,Monarcas Morelia,3300000.0,9000.0,1.0,3.0,3.0,2.0,ST,"Jul 1, 2018",2019,167.64,68.02721088435375,50.0,5600000.0,0.0,0,3,1,73.5,28.25,12.0,52.25,67.85714285714286,71.5,55.5,76.5,65.0
3912,K. Zohore,24,Denmark,72,77,Cardiff City,4200000.0,30000.0,1.0,3.0,3.0,2.0,ST,"Jul 6, 2016",2020,193.04,96.14512471655328,71.0,8800000.0,1.0,5,2,1,68.0,20.75,7.2,50.25,58.85714285714285,64.83333333333333,60.5,64.0,70.0
3916,D. Dwyer,27,United States,72,72,Orlando City SC,3300000.0,7000.0,1.0,3.0,3.0,2.0,ST,"Jul 25, 2017",2020,175.26,78.91156462585032,83.0,5000000.0,1.0,0,3,3,68.0,22.25,11.2,52.5,74.28571428571429,70.5,63.0,73.0,69.0
3936,Cristian Herrera,27,Spain,72,73,CD Lugo,3600000.0,8000.0,1.0,2.0,3.0,2.0,ST,"Jul 14, 2017",2021,187.96,84.80725623582768,60.0,6100000.0,1.0,1,3,2,72.5,39.0,12.2,64.5,62.14285714285714,67.33333333333333,62.5,67.5,67.0
3938,Gelson Dala,21,Angola,72,82,Rio Ave FC,5000000.0,8000.0,1.0,4.0,4.0,1.0,ST,,"Jun 30, 2019",175.26,64.85260770975057,46.0,,0.0,10,3,2,74.5,22.25,11.4,58.25,72.57142857142857,67.5,63.5,86.0,62.0
3951,M. Cauteruccio,31,Uruguay,72,72,Cruz Azul,2800000.0,20000.0,1.0,3.0,3.0,2.0,ST,"Jan 11, 2017",2023,180.34,76.19047619047619,61.0,4700000.0,0.0,0,2,2,71.5,34.5,9.2,62.5,71.85714285714286,70.33333333333333,67.5,66.5,72.0
3960,C. Menéndez,30,Argentina,72,72,Tiburones Rojos de Veracruz,3000000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Jun 20, 2017",2023,185.42,79.81859410430839,56.0,5000000.0,0.0,0,2,2,66.5,32.5,11.0,56.0,68.14285714285714,64.33333333333333,75.5,65.0,77.0
3964,F. Melchiorri,31,Italy,72,72,Perugia,2800000.0,4000.0,1.0,4.0,3.0,1.0,ST,"Jul 13, 2018",2020,182.88,76.19047619047619,46.0,4300000.0,0.0,0,3,2,71.0,26.5,9.8,52.0,69.14285714285714,56.66666666666666,65.0,78.5,69.0
3973,M. Pektemek,29,Turkey,71,71,Beşiktaş JK,2400000.0,31000.0,1.0,3.0,3.0,1.0,ST,"May 27, 2011",2019,182.88,72.10884353741497,74.0,4500000.0,0.0,0,3,3,72.0,51.0,9.4,65.25,71.57142857142857,68.16666666666667,68.5,72.5,72.0
3982,A. Kamara,23,France,71,76,Fulham,3200000.0,31000.0,1.0,3.0,3.0,3.0,ST,"Jul 31, 2017",2021,177.8,81.17913832199547,78.0,6300000.0,0.0,5,3,2,65.5,23.5,10.0,51.5,68.42857142857143,60.83333333333334,66.0,82.5,68.0
3999,S. Gashi,29,Albania,71,71,Colorado Rapids,2400000.0,7000.0,1.0,3.0,3.0,2.0,ST,"Feb 1, 2016",2019,182.88,74.82993197278911,77.0,3400000.0,1.0,0,2,2,69.0,51.0,9.8,70.5,70.0,72.83333333333333,68.5,69.0,73.0
4008,L. Albertengo,27,Argentina,71,72,Estudiantes de La Plata,2800000.0,14000.0,1.0,3.0,3.0,1.0,ST,,"Jun 30, 2019",177.8,73.01587301587301,66.0,,0.0,1,2,2,70.0,22.5,12.0,66.0,68.28571428571429,61.16666666666666,70.5,71.0,69.0
4011,M. Pavone,36,Argentina,71,71,Estudiantes de La Plata,850000.0,9000.0,2.0,3.0,2.0,2.0,ST,"Jul 1, 2017",2019,180.34,81.17913832199547,77.0,1300000.0,0.0,0,3,1,63.5,25.0,12.2,58.0,74.42857142857143,69.83333333333333,65.5,51.5,76.0
4024,F. Chalov,20,Russia,71,83,PFC CSKA Moscow,4300000.0,1000.0,1.0,4.0,3.0,2.0,ST,"Jul 1, 2015",2020,180.34,77.09750566893423,28.0,10300000.0,0.0,12,3,1,71.0,26.5,8.2,49.5,70.42857142857143,58.0,72.0,79.5,66.0
4027,S. Silva,37,Uruguay,71,71,Gimnasia y Esgrima La Plata,850000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Jul 23, 2018",2019,185.42,79.81859410430839,75.0,1300000.0,0.0,0,2,2,64.5,40.0,11.8,59.0,64.85714285714286,69.83333333333333,72.5,41.0,80.0
4030,I. Bangoura,33,Guinea,71,71,Al Raed,1500000.0,15000.0,2.0,3.0,3.0,2.0,ST,"Jan 19, 2016",2020,175.26,73.01587301587301,60.0,2500000.0,0.0,0,3,1,65.5,27.0,12.0,57.0,69.57142857142857,66.66666666666667,67.5,64.5,70.0
4036,Enric Gallego,31,Spain,71,71,Extremadura UD,2100000.0,6000.0,1.0,3.0,3.0,1.0,ST,"Jan 2, 2018",2020,187.96,87.07482993197279,38.0,3300000.0,1.0,0,3,2,65.0,19.25,11.2,50.5,60.85714285714285,63.66666666666666,63.5,66.5,72.0
4037,J. Garner,30,England,71,71,Wigan Athletic,2300000.0,35000.0,1.0,3.0,3.0,1.0,ST,"Aug 9, 2018",2020,177.8,73.01587301587301,94.0,4300000.0,0.0,0,3,2,64.5,42.25,13.4,59.25,75.57142857142857,61.16666666666666,64.5,70.5,78.0
4046,F. Macheda,26,Italy,71,72,Panathinaikos FC,2800000.0,1000.0,2.0,3.0,3.0,1.0,ST,"Sep 3, 2018",2021,182.88,73.01587301587301,41.0,6400000.0,0.0,1,3,1,71.0,24.0,11.0,56.25,67.14285714285714,66.33333333333333,68.0,68.5,68.0
4061,D. Nugent,33,England,71,71,Derby County,1500000.0,29000.0,1.0,3.0,3.0,2.0,ST,"Jan 9, 2017",2019,180.34,76.19047619047619,34.0,2800000.0,0.0,0,3,3,70.0,29.75,14.0,58.25,71.57142857142857,66.16666666666667,70.5,69.5,68.0
4066,A. Sagal,25,Chile,71,76,Pachuca,3200000.0,19000.0,1.0,3.0,3.0,2.0,ST,"Jun 16, 2017",2020,177.8,77.09750566893423,54.0,5600000.0,1.0,5,2,2,65.5,53.5,11.6,61.5,70.0,62.16666666666666,65.0,76.5,66.0
4072,Y. Suzuki,22,Japan,71,81,Kashima Antlers,3900000.0,8000.0,1.0,3.0,3.0,1.0,ST,"Jan 1, 2015",2021,182.88,74.82993197278911,55.0,5800000.0,0.0,10,3,2,68.0,37.0,8.6,66.5,71.14285714285714,58.0,63.5,73.0,81.0
4073,I. Sacko,20,France,71,81,OGC Nice,3900000.0,16000.0,1.0,3.0,3.0,1.0,ST,"Jan 27, 2018",2022,182.88,69.84126984126982,47.0,8199999.999999999,0.0,10,2,2,70.5,37.25,9.8,61.75,66.57142857142857,65.66666666666667,69.0,80.0,68.0
4074,Flavio Paixão,33,Portugal,71,71,Lechia Gdańsk,1500000.0,7000.0,1.0,4.0,4.0,2.0,ST,"Feb 8, 2016",2020,182.88,74.82993197278911,63.0,2000000.0,0.0,0,3,1,72.0,29.5,12.6,65.0,69.71428571428571,64.33333333333333,70.5,75.0,66.0
4081,Hwang Ui Jo,25,Korea Republic,71,74,Gamba Osaka,3000000.0,9000.0,2.0,4.0,3.0,1.0,ST,"Jul 1, 2017",2019,182.88,73.01587301587301,62.0,4000000.0,0.0,3,3,1,69.0,33.0,9.4,59.5,69.57142857142857,66.83333333333333,63.0,80.0,69.0
4082,G. Kvilitaia,24,Georgia,71,74,KAA Gent,3100000.0,13000.0,1.0,4.0,3.0,2.0,ST,"Jul 18, 2018",2022,193.04,82.08616780045352,65.0,4800000.0,0.0,3,2,1,72.0,35.0,9.8,55.25,69.14285714285714,59.5,63.5,77.0,73.0
4083,R. Krishna,30,Fiji,71,71,Wellington Phoenix,2300000.0,4000.0,1.0,4.0,3.0,2.0,ST,"Jan 7, 2014",2019,170.18,69.84126984126982,74.0,2900000.0,0.0,0,3,3,72.0,46.0,10.4,62.25,74.85714285714286,66.5,61.5,90.5,64.0
4092,R. Gestede,29,Benin,71,71,Middlesbrough,2400000.0,36000.0,1.0,3.0,3.0,2.0,ST,"Jan 4, 2017",2020,193.04,86.16780045351473,73.0,4500000.0,0.0,0,2,2,67.5,30.75,9.6,53.5,66.14285714285714,64.0,56.5,59.0,83.0
4103,Lins,30,Brazil,71,71,FC Tokyo,2300000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Aug 4, 2017",2022,172.72,68.93424036281178,67.0,2900000.0,0.0,0,3,2,71.0,26.0,11.6,54.5,71.28571428571429,62.83333333333334,62.0,80.5,68.0
4105,U. Bulut,35,Turkey,71,71,Kayserispor,1100000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Aug 31, 2016",2019,182.88,74.82993197278911,64.0,2200000.0,0.0,0,3,2,63.5,36.5,11.6,57.75,60.714285714285715,64.5,68.0,58.5,75.0
4111,C. Adams,21,England,71,79,Birmingham City,3600000.0,15000.0,1.0,4.0,3.0,3.0,ST,"Aug 8, 2016",2022,177.8,66.21315192743764,74.0,7500000.0,0.0,8,3,2,72.0,36.75,13.0,56.25,72.85714285714286,67.66666666666667,65.5,88.0,52.0
4112,P. Škuletić,28,Serbia,71,71,Montpellier HSC,2400000.0,18000.0,1.0,3.0,2.0,2.0,ST,"Jul 1, 2018",2021,193.04,88.8888888888889,60.0,4900000.0,1.0,0,2,1,60.0,24.5,9.0,45.25,59.42857142857143,62.5,61.5,67.0,79.0
4120,J. Rhodes,28,Scotland,71,71,Norwich City,2400000.0,21000.0,1.0,2.0,2.0,2.0,ST,,"Jun 30, 2019",185.42,71.20181405895691,36.0,,0.0,0,3,1,62.5,34.5,10.6,55.25,72.42857142857143,59.16666666666666,72.5,63.0,75.0
4124,G. Sunu,27,France,71,71,BB Erzurumspor,2500000.0,11000.0,1.0,3.0,3.0,3.0,ST,"Jul 9, 2018",2020,180.34,82.99319727891157,60.0,4800000.0,1.0,0,2,2,73.5,27.5,9.8,67.0,66.14285714285714,67.66666666666667,69.5,70.5,62.0
4145,André Pereira,23,Portugal,71,78,FC Porto,3400000.0,8000.0,1.0,3.0,3.0,1.0,ST,"Jan 31, 2017",2019,187.96,76.19047619047619,62.0,7400000.0,1.0,7,3,2,66.5,26.75,10.6,53.0,62.0,60.66666666666666,62.0,63.5,72.0
4147,M. Coda,29,Italy,71,71,Benevento,2400000.0,5000.0,1.0,4.0,3.0,3.0,ST,"Jul 1, 2017",2019,182.88,72.10884353741497,50.0,3800000.0,0.0,0,3,1,69.0,19.25,11.8,50.5,60.42857142857143,70.16666666666667,60.5,61.0,70.0
4156,Cyriac,27,Ivory Coast,71,71,Sivasspor,2500000.0,11000.0,1.0,4.0,3.0,3.0,ST,"Aug 15, 2017",2020,172.72,74.82993197278911,43.0,5100000.0,0.0,0,3,2,69.0,29.25,12.0,60.5,75.0,66.33333333333333,66.5,84.5,68.0
4164,J. Harper,22,Scotland,71,79,Málaga CF,3500000.0,7000.0,1.0,3.0,3.0,2.0,ST,"Jan 4, 2017",2019,185.42,78.0045351473923,56.0,6400000.0,1.0,8,3,3,70.0,27.75,11.0,59.25,67.42857142857143,64.0,65.0,74.0,62.0
4170,R. Yaremchuk,22,Ukraine,71,76,KAA Gent,3200000.0,13000.0,1.0,3.0,3.0,2.0,ST,"Aug 16, 2017",2021,190.5,78.91156462585032,67.0,5100000.0,0.0,5,3,1,68.0,39.75,12.4,65.5,69.85714285714286,60.5,68.0,75.0,73.0
4172,A. Galabinov,29,Bulgaria,71,71,Spezia,2400000.0,4000.0,1.0,2.0,3.0,3.0,ST,"Aug 17, 2018",2021,190.5,87.98185941043086,52.0,3700000.0,0.0,0,3,1,66.0,15.0,9.2,57.5,62.14285714285714,69.66666666666667,64.0,53.0,68.0
4179,N. Ghilas,28,Algeria,71,71,Göztepe SK,2400000.0,18000.0,1.0,4.0,3.0,3.0,ST,"Jul 12, 2017",2020,182.88,84.80725623582768,78.0,4900000.0,0.0,0,3,2,71.0,30.25,9.6,62.75,63.85714285714285,67.5,64.0,70.0,65.0
4184,J. Perbet,33,France,71,71,Sporting de Charleroi,1500000.0,11000.0,1.0,3.0,2.0,2.0,ST,"Jul 1, 2018",2021,182.88,83.90022675736961,46.0,2200000.0,0.0,0,2,1,58.5,18.0,9.4,52.5,65.57142857142857,63.5,68.5,53.0,75.0
4185,M. Antonsson,27,Sweden,71,72,Malmö FF,2800000.0,6000.0,1.0,4.0,3.0,2.0,ST,"Jul 16, 2018",2021,182.88,79.81859410430839,65.0,3800000.0,0.0,1,3,2,67.5,38.5,10.6,58.0,69.14285714285714,57.5,66.5,73.0,69.0
4202,C. Jerome,31,England,71,71,Göztepe SK,2100000.0,17000.0,2.0,2.0,3.0,2.0,ST,"Aug 31, 2018",2020,185.42,84.80725623582768,74.0,4300000.0,0.0,0,2,3,64.5,39.5,14.8,51.75,71.85714285714286,67.16666666666667,59.5,71.5,72.0
4204,U. Đerić,26,Serbia,71,73,Gangwon FC,2900000.0,5000.0,1.0,3.0,3.0,2.0,ST,"Jan 6, 2018",2022,195.58,94.78458049886619,52.0,3900000.0,0.0,2,3,1,64.0,22.5,10.4,40.25,64.57142857142857,65.5,65.0,60.5,76.0
4224,T. Kleindienst,22,Germany,71,76,SC Freiburg,3200000.0,15000.0,1.0,3.0,3.0,1.0,ST,"Jul 1, 2015",2019,193.04,83.90022675736961,61.0,6000000.0,0.0,5,2,2,63.0,26.0,9.6,55.75,67.85714285714286,61.66666666666666,62.0,68.0,75.0
4230,Paulo Henrique,29,Brazil,71,71,Akhisar Belediyespor,2400000.0,13000.0,1.0,4.0,3.0,2.0,ST,"Jul 21, 2017",2020,185.42,79.81859410430839,66.0,4700000.0,0.0,0,3,1,71.5,28.5,10.4,60.25,74.71428571428571,66.66666666666667,67.0,65.5,72.0
4233,J. Quiñones,21,Colombia,71,81,Tigres U.A.N.L.,3900000.0,25000.0,1.0,3.0,3.0,2.0,ST,"Jun 10, 2016",2021,177.8,76.19047619047619,61.0,7000000.0,0.0,10,3,2,70.5,20.5,10.2,55.0,67.71428571428571,60.5,60.5,85.5,67.0
4236,F. Avenatti,25,Uruguay,71,73,KV Kortrijk,2900000.0,20000.0,1.0,2.0,3.0,1.0,ST,,"Jun 30, 2019",195.58,86.16780045351473,44.0,,1.0,2,2,2,69.5,15.5,7.8,44.5,62.0,56.16666666666666,61.5,61.0,71.0
4246,J. Duque,31,Colombia,71,71,Club Atlas,2100000.0,15000.0,1.0,2.0,3.0,2.0,ST,"Jul 16, 2018",2018,182.88,78.91156462585032,46.0,3600000.0,0.0,0,2,1,68.5,21.75,11.6,56.25,71.0,62.83333333333334,65.0,69.0,66.0
4252,C. Kouamé,20,Ivory Coast,71,85,Genoa,5000000.0,9000.0,1.0,3.0,3.0,1.0,ST,"Jul 13, 2018",2022,185.42,69.84126984126982,52.0,11600000.0,0.0,14,3,1,69.5,23.5,11.0,57.5,65.28571428571429,58.5,66.5,81.5,63.0
4256,J. Marriott,23,England,71,78,Derby County,3400000.0,25000.0,1.0,4.0,2.0,3.0,ST,"Jul 26, 2018",2021,172.72,71.20181405895691,51.0,7100000.0,0.0,7,3,2,62.0,20.5,9.0,49.5,77.0,57.66666666666666,65.0,85.5,61.0
4262,Oriol Riera,31,Spain,71,71,Western Sydney Wanderers,2100000.0,7000.0,1.0,3.0,3.0,1.0,ST,"Jul 5, 2017",2019,182.88,78.0045351473923,73.0,2700000.0,0.0,0,3,2,67.5,33.5,10.6,58.5,70.42857142857143,65.0,69.0,60.5,75.0
4263,M. Maolida,19,France,71,85,OGC Nice,5000000.0,11000.0,1.0,4.0,4.0,1.0,ST,"Aug 13, 2018",2023,182.88,76.19047619047619,39.0,12600000.0,0.0,14,3,2,76.0,20.75,9.4,60.0,66.85714285714286,58.33333333333334,69.5,84.0,57.0
4269,Ji Dong Won,27,Korea Republic,71,71,FC Augsburg,2500000.0,17000.0,2.0,4.0,3.0,1.0,ST,"Jan 1, 2015",2019,187.96,81.17913832199547,69.0,4300000.0,0.0,0,2,2,72.5,36.75,12.8,58.0,71.28571428571429,67.5,70.5,71.0,78.0
4282,Guillermo,25,Spain,71,76,CD Numancia,3200000.0,8000.0,1.0,3.0,3.0,1.0,ST,"Jul 1, 2017",2020,180.34,73.92290249433107,56.0,5300000.0,0.0,5,3,2,72.5,27.25,8.4,61.25,72.0,66.0,65.5,76.0,64.0
4298,J. Sambenito,26,Paraguay,71,74,,0.0,0.0,1.0,3.0,2.0,1.0,ST,,,182.88,86.16780045351473,49.0,,0.0,3,3,2,61.5,15.25,12.0,52.75,68.0,64.5,67.5,75.5,72.0
4303,M. Barragán,26,Mexico,71,72,Club Necaxa,2800000.0,10000.0,1.0,4.0,3.0,1.0,ST,"Jul 20, 2018",2023,177.8,76.19047619047619,65.0,5000000.0,0.0,1,3,2,69.0,29.0,8.2,60.75,68.85714285714286,65.0,67.5,75.0,80.0
4313,C. Wickham,25,England,71,75,Crystal Palace,3100000.0,32000.0,1.0,3.0,3.0,3.0,ST,"Aug 3, 2015",2020,190.5,89.79591836734693,72.0,6100000.0,0.0,4,3,2,68.5,23.75,10.4,60.75,64.0,68.66666666666667,64.0,55.5,75.0
4329,Léo Gamalho,32,Brazil,71,71,Pohang Steelers,1900000.0,6000.0,1.0,3.0,3.0,2.0,ST,"Jan 15, 2018",2021,187.96,92.97052154195009,56.0,2400000.0,0.0,0,3,1,67.5,23.0,10.0,55.75,60.85714285714285,59.5,66.5,53.5,74.0
4341,Xisco,32,Spain,71,71,CA Osasuna,1900000.0,8000.0,1.0,3.0,3.0,2.0,ST,"Jul 21, 2017",2019,187.96,76.19047619047619,70.0,3000000.0,0.0,0,2,2,67.0,26.5,10.4,54.75,66.85714285714286,66.0,66.0,56.0,75.0
4349,R. Zozulya,28,Ukraine,71,71,Albacete BP,2400000.0,7000.0,1.0,3.0,2.0,2.0,ST,"Sep 8, 2017",2019,180.34,62.13151927437642,75.0,3900000.0,0.0,0,3,3,62.5,37.75,10.8,57.25,71.71428571428571,59.0,66.5,79.5,75.0
