,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
5026,B. Meling,23,Norway,70,75,Rosenborg BK,2000000.0,4000.0,1.0,3.0,3.0,1.0,LB,"Feb 8, 2017",2020,172.72,63.94557823129252,80.0,2700000.0,1.0,5,3,3,64.0,67.5,10.2,55.5,71.0,49.66666666666666,61.5,78.5,42.0
5035,Clerc,26,Spain,70,73,CA Osasuna,1800000.0,6000.0,1.0,2.0,3.0,1.0,LB,"Aug 19, 2016",2019,182.88,68.93424036281178,58.0,3000000.0,1.0,3,3,2,72.5,64.25,11.2,57.75,72.71428571428571,50.83333333333334,62.0,78.5,57.0
5054,C. Borja,25,Colombia,70,74,Deportivo Toluca,1900000.0,12000.0,1.0,2.0,3.0,1.0,LB,"Jan 12, 2018",2018,180.34,72.10884353741497,65.0,3400000.0,1.0,4,3,2,65.5,65.75,11.4,56.75,67.71428571428571,47.83333333333334,60.0,87.5,58.0
5077,F. Holland,27,Germany,70,70,SV Darmstadt 98,1500000.0,10000.0,1.0,2.0,3.0,2.0,LB,"Jul 5, 2015",2020,172.72,73.92290249433107,70.0,2300000.0,1.0,0,3,2,67.0,69.25,11.6,56.75,73.57142857142857,53.16666666666666,47.0,73.5,62.0
5106,M. Olivera,26,Uruguay,70,73,Fiorentina,1800000.0,24000.0,1.0,3.0,3.0,2.0,LB,"Aug 4, 2017",2021,180.34,72.10884353741497,64.0,3200000.0,1.0,3,3,2,74.0,70.0,9.4,59.5,64.57142857142857,60.83333333333334,50.0,71.5,55.0
5125,M. Casierra,32,Colombia,70,70,Deportivo Pasto,975000.0,1000.0,1.0,3.0,2.0,3.0,LB,"Jan 15, 2018",2023,175.26,68.02721088435375,68.0,1300000.0,1.0,0,2,2,54.5,66.25,8.4,52.75,75.42857142857143,39.833333333333336,43.0,79.0,73.0
5132,A. Bouka Moutou,29,Congo,70,70,Dijon FCO,1300000.0,8000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2016",2019,175.26,76.19047619047619,72.0,2700000.0,1.0,0,3,2,69.5,68.75,12.0,53.25,69.28571428571429,34.166666666666664,53.5,70.5,52.0
5142,A. Crescenzi,26,Italy,70,71,Hellas Verona,1700000.0,3000.0,1.0,4.0,2.0,2.0,LB,"Jul 13, 2018",2021,177.8,71.20181405895691,75.0,2800000.0,0.0,1,2,2,63.5,65.0,10.0,55.25,76.57142857142857,41.5,34.5,79.0,59.0
5149,T. Tawatha,26,Israel,70,70,Eintracht Frankfurt,1500000.0,16000.0,1.0,3.0,2.0,2.0,LB,"Jul 5, 2016",2019,172.72,69.84126984126982,57.0,2600000.0,1.0,0,2,2,71.0,66.75,9.8,60.0,69.0,40.16666666666666,53.0,78.0,59.0
5157,J. Morrow,30,United States,70,70,Toronto FC,1300000.0,5000.0,1.0,4.0,3.0,2.0,LB,"Dec 17, 2013",2018,175.26,74.82993197278911,73.0,1900000.0,1.0,0,3,3,66.5,69.25,11.2,63.25,71.14285714285714,61.16666666666666,64.5,70.5,59.0
5169,J. Robinson,24,England,70,75,Nottingham Forest,2000000.0,20000.0,1.0,3.0,2.0,1.0,LB,"Jul 1, 2018",2020,180.34,67.12018140589569,68.0,3900000.0,1.0,5,3,2,61.0,71.25,11.4,54.0,70.0,44.0,53.0,73.5,64.0
5231,B. Urribarri,31,Argentina,70,70,Patronato,1200000.0,8000.0,1.0,2.0,2.0,2.0,LB,"Jul 17, 2017",2019,175.26,64.85260770975057,77.0,1700000.0,1.0,0,3,2,62.5,64.0,10.6,58.5,69.71428571428571,55.16666666666666,62.0,85.0,52.0
5232,D. Williams,25,Republic of Ireland,70,72,Blackburn Rovers,1800000.0,20000.0,1.0,2.0,2.0,2.0,LB,"Aug 26, 2016",2021,180.34,74.82993197278911,71.0,3500000.0,1.0,2,2,2,64.0,69.0,8.4,56.25,68.42857142857143,41.66666666666666,47.5,71.0,67.0
5235,P. Álvarez,34,Argentina,70,70,Club Atlético Huracán,500000.0,9000.0,1.0,3.0,2.0,3.0,LB,"Jul 26, 2017",2019,177.8,79.81859410430839,81.0,750000.0,0.0,0,2,2,61.5,71.75,9.2,61.5,72.28571428571429,57.0,51.5,63.0,62.0
5241,J. Meredith,30,Australia,70,70,Millwall,1300000.0,8000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2017",2021,177.8,73.01587301587301,55.0,2400000.0,1.0,0,3,2,65.0,67.75,12.2,54.25,68.28571428571429,44.0,60.0,76.5,64.0
5280,J. Palmieri,31,France,70,70,GFC Ajaccio,1200000.0,4000.0,1.0,3.0,3.0,2.0,LB,"Jul 1, 2018",2020,170.18,66.21315192743764,87.0,2000000.0,1.0,0,2,2,72.5,68.75,9.6,68.0,70.57142857142857,63.66666666666666,66.5,71.5,57.0
5288,M. Matvienko,22,Ukraine,70,80,Shakhtar Donetsk,2500000.0,1000.0,1.0,2.0,2.0,2.0,LB,"Jul 1, 2015",2021,182.88,73.92290249433107,68.0,5700000.0,1.0,10,2,2,54.0,71.25,9.0,55.0,66.0,40.0,49.0,72.5,64.0
5292,E. Imorou,29,Benin,70,70,Stade Malherbe Caen,1300000.0,12000.0,1.0,2.0,3.0,1.0,LB,"Jul 1, 2014",2019,180.34,78.0045351473923,72.0,2700000.0,1.0,0,2,2,62.5,69.25,11.6,62.25,72.28571428571429,56.0,59.5,73.0,66.0
5295,L. Villalba,23,Argentina,70,75,Club Atlético Aldosivi,2000000.0,9000.0,1.0,2.0,2.0,1.0,LB,,"Jun 30, 2019",177.8,73.01587301587301,68.0,,1.0,5,2,2,64.5,66.0,12.0,59.25,68.42857142857143,54.0,60.0,78.5,59.0
5338,M. Wittek,22,Germany,70,78,SpVgg Greuther Fürth,2200000.0,5000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2017",2020,172.72,69.84126984126982,72.0,3900000.0,1.0,8,3,2,67.5,65.75,11.8,64.5,71.57142857142857,67.16666666666667,54.0,78.0,58.0
5340,N. Taylor,29,Wales,70,70,Aston Villa,1300000.0,11000.0,2.0,3.0,3.0,2.0,LB,"Jan 31, 2017",2021,175.26,74.82993197278911,66.0,2600000.0,1.0,0,2,3,69.0,70.5,13.4,58.75,71.28571428571429,45.0,62.0,71.0,63.0
5343,A. Mazzotta,28,Italy,70,70,Palermo,1400000.0,3000.0,1.0,2.0,2.0,1.0,LB,"Jul 12, 2018",2020,182.88,73.01587301587301,71.0,2200000.0,1.0,0,3,2,63.0,67.25,10.2,61.0,69.85714285714286,52.83333333333334,42.5,76.5,60.0
5378,Thiago Carleto,29,Brazil,70,70,Al Ittihad,1300000.0,19000.0,1.0,3.0,3.0,3.0,LB,"Jul 17, 2018",2020,177.8,81.17913832199547,71.0,2300000.0,1.0,0,2,2,69.5,69.0,13.4,62.0,68.0,70.16666666666667,58.5,72.0,48.0
5392,A. Turan,26,Turkey,70,72,Kayserispor,1800000.0,8000.0,1.0,2.0,3.0,3.0,LB,"Jul 1, 2017",2020,175.26,78.91156462585032,65.0,3600000.0,1.0,2,2,2,67.5,66.75,11.8,61.75,66.71428571428571,69.33333333333333,59.5,76.5,39.0
5408,G. Garza,26,United States,70,71,Atlanta United,1700000.0,5000.0,1.0,2.0,3.0,3.0,LB,"Jan 1, 2012",2018,172.72,68.02721088435375,78.0,2700000.0,1.0,1,3,3,68.0,68.0,9.4,60.5,72.14285714285714,56.16666666666666,64.0,72.0,64.0
5431,T. Mings,25,England,70,72,Bournemouth,1800000.0,27000.0,1.0,3.0,3.0,2.0,LB,"Jun 26, 2015",2021,195.58,77.09750566893423,73.0,3500000.0,1.0,2,2,2,67.0,70.25,10.4,56.0,63.42857142857143,38.833333333333336,55.5,68.0,63.0
5437,P. Souaré,28,Senegal,70,70,Crystal Palace,1400000.0,25000.0,1.0,2.0,3.0,1.0,LB,"Feb 2, 2015",2021,177.8,66.21315192743764,71.0,2700000.0,1.0,0,3,2,68.0,70.25,11.2,62.5,68.14285714285714,55.83333333333334,68.5,70.0,60.0
5440,Edsinho Torres,34,Brazil,70,70,Sport Club do Recife,500000.0,9000.0,1.0,3.0,2.0,2.0,LB,"Jan 1, 2018",2021,177.8,77.09750566893423,75.0,950000.0,0.0,0,2,2,61.5,67.5,10.8,59.5,66.85714285714286,57.66666666666666,51.5,69.0,70.0
5456,Li Xuepeng,29,China PR,70,70,Guangzhou Evergrande Taobao FC,1300000.0,10000.0,1.0,4.0,3.0,1.0,LB,"Jul 7, 2014",2021,185.42,74.82993197278911,62.0,3000000.0,1.0,0,2,3,68.5,66.25,11.4,65.0,66.57142857142857,54.66666666666666,65.5,76.5,64.0
5461,G. Voboril,31,Argentina,70,70,Universidad Católica,1200000.0,6000.0,1.0,2.0,3.0,2.0,LB,"Jul 27, 2017",2018,177.8,72.10884353741497,71.0,1600000.0,1.0,0,3,1,66.5,69.5,10.6,55.0,64.85714285714286,33.666666666666664,31.0,77.0,54.0
5472,A. Meijers,30,Netherlands,70,70,ADO Den Haag,1300000.0,5000.0,1.0,4.0,3.0,2.0,LB,"Jul 1, 2012",2022,175.26,77.09750566893423,72.0,1900000.0,1.0,0,3,2,67.5,66.75,10.8,67.25,72.0,61.66666666666666,67.5,72.0,55.0
5474,Flávio Rebeilo,26,Brazil,70,70,Santos,1500000.0,9000.0,1.0,3.0,3.0,1.0,LB,"Jan 1, 2018",2021,175.26,68.93424036281178,59.0,2900000.0,1.0,0,2,2,70.0,65.75,9.4,57.0,70.28571428571429,48.66666666666666,53.0,81.0,54.0
5484,A. Cissokho,30,France,70,70,Antalyaspor,1300000.0,9000.0,2.0,2.0,2.0,3.0,LB,"Jul 23, 2018",2020,180.34,78.91156462585032,77.0,2600000.0,1.0,0,3,2,63.5,71.75,11.4,62.0,67.28571428571429,56.83333333333334,56.0,72.5,67.0
5512,T. Malacia,18,Netherlands,70,80,Feyenoord,2200000.0,3000.0,1.0,3.0,3.0,2.0,LB,"Dec 2, 2015",2023,170.18,67.12018140589569,78.0,3600000.0,1.0,10,3,3,70.0,68.0,9.2,53.75,73.0,41.333333333333336,56.0,84.0,42.0
5515,D. Beasley,36,United States,70,70,Houston Dynamo,200000.0,3000.0,1.0,4.0,3.0,1.0,LB,"Feb 10, 2017",2018,172.72,68.02721088435375,65.0,300000.0,1.0,0,3,2,66.5,67.0,8.6,62.75,72.57142857142857,61.83333333333334,65.0,76.5,54.0
5526,T. Delaine,26,France,70,73,FC Metz,1800000.0,4000.0,1.0,4.0,3.0,2.0,LB,"Aug 30, 2018",2022,180.34,69.84126984126982,67.0,3400000.0,1.0,3,3,3,67.5,65.5,12.0,59.0,71.85714285714286,50.16666666666666,61.0,77.5,62.0
5532,Vítor Bruno,28,Portugal,70,70,CD Feirense,1400000.0,7000.0,1.0,4.0,3.0,3.0,LB,"Jul 1, 2018",2020,170.18,64.85260770975057,83.0,2900000.0,1.0,0,3,2,65.5,66.5,10.0,65.25,73.28571428571429,66.0,59.0,79.5,52.0
5547,M. Leovac,29,Croatia,70,70,Dinamo Zagreb,1300000.0,1000.0,1.0,3.0,3.0,1.0,LB,"Jul 1, 2018",2020,180.34,71.20181405895691,74.0,3000000.0,1.0,0,2,2,68.5,68.75,10.0,61.5,69.28571428571429,53.0,53.0,77.0,57.0
5550,B. Angulo,28,Colombia,70,70,Puebla FC,1400000.0,5000.0,1.0,3.0,3.0,3.0,LB,"Jul 11, 2017",2021,175.26,73.92290249433107,66.0,2400000.0,1.0,0,2,2,66.5,68.5,10.6,54.25,73.28571428571429,53.5,51.0,80.0,38.0
5552,C. Nhamoinesu,32,Zimbabwe,70,70,Sparta Praha,975000.0,1000.0,1.0,3.0,2.0,1.0,LB,"Jul 1, 2013",2019,185.42,78.0045351473923,90.0,2100000.0,1.0,0,2,3,58.0,68.25,11.4,60.5,69.57142857142857,40.16666666666666,50.5,82.0,71.0
5573,L. Licht,37,Argentina,70,70,Gimnasia y Esgrima La Plata,200000.0,6000.0,1.0,4.0,3.0,2.0,LB,"Jul 21, 2012",2020,175.26,72.10884353741497,65.0,300000.0,1.0,0,3,2,72.5,70.5,10.2,62.75,69.71428571428571,69.33333333333333,58.5,72.5,53.0
5574,Borja Herrera,25,Spain,70,75,CF Reus Deportiu,2000000.0,5000.0,1.0,2.0,3.0,1.0,LB,"Jul 30, 2018",2021,175.26,69.84126984126982,59.0,3200000.0,1.0,5,3,2,70.5,66.5,9.2,60.75,66.28571428571429,60.33333333333334,52.0,73.0,66.0
5658,B. Riveros,20,Paraguay,69,83,FC Basel 1893,2100000.0,8000.0,1.0,3.0,3.0,1.0,LB,"Jul 1, 2016",2021,177.8,68.02721088435375,54.0,4400000.0,1.0,14,3,2,72.5,62.5,10.2,51.75,73.85714285714286,30.5,50.0,84.5,42.0
5677,Pinillos,25,Spain,69,72,Barnsley,1100000.0,6000.0,1.0,3.0,3.0,1.0,LB,"Jan 19, 2018",2020,182.88,73.92290249433107,65.0,2000000.0,1.0,3,2,2,65.5,69.0,10.8,54.5,64.85714285714286,42.66666666666666,47.0,74.0,49.0
5688,M. Olsson,30,Sweden,69,69,Derby County,750000.0,18000.0,1.0,2.0,2.0,2.0,LB,"Jan 26, 2016",2019,180.34,68.02721088435375,48.0,1400000.0,1.0,0,3,2,64.5,65.5,12.4,59.25,71.28571428571429,48.66666666666666,60.0,79.0,59.0
5690,A. Spörle,22,Argentina,69,78,Club Atlético Banfield,1400000.0,6000.0,1.0,3.0,3.0,2.0,LB,"Jun 1, 2014",2020,185.42,76.19047619047619,61.0,2400000.0,1.0,9,3,2,64.5,66.25,11.6,59.75,66.42857142857143,49.0,60.0,77.0,57.0
5694,K. Mac Allister,20,Argentina,69,80,Argentinos Juniors,1600000.0,4000.0,1.0,2.0,2.0,2.0,LB,"Jan 1, 2016",2019,175.26,72.10884353741497,68.0,2600000.0,0.0,11,2,3,63.5,71.25,8.2,50.0,68.71428571428571,41.0,53.0,71.0,58.0
5699,F. Hartherz,25,Germany,69,73,DSC Arminia Bielefeld,1100000.0,7000.0,1.0,3.0,3.0,2.0,LB,"Jul 1, 2016",2020,187.96,82.99319727891157,73.0,1900000.0,1.0,4,2,3,66.0,62.0,11.2,63.5,68.57142857142857,58.83333333333334,50.5,77.5,65.0
5711,J. Lefort,24,France,69,74,Amiens SC,1200000.0,7000.0,1.0,3.0,3.0,1.0,LB,"Jul 1, 2013",2021,182.88,82.99319727891157,60.0,2400000.0,1.0,5,2,2,65.5,69.75,10.8,52.25,65.71428571428571,28.0,52.0,68.0,61.0
5717,M. Gaus,28,Germany,69,69,FC Ingolstadt 04,825000.0,12000.0,1.0,3.0,3.0,1.0,LB,"Jul 1, 2017",2020,182.88,79.81859410430839,72.0,1300000.0,1.0,0,3,2,65.0,63.25,10.0,60.25,72.42857142857143,57.83333333333334,61.5,83.0,59.0
5720,J. Sánchez,20,Mexico,69,77,Club América,1300000.0,17000.0,1.0,3.0,2.0,1.0,LB,"Jul 1, 2018",2019,175.26,71.20181405895691,50.0,2500000.0,0.0,8,2,2,64.5,65.75,10.2,55.25,65.28571428571429,44.5,40.0,76.0,61.0
5722,N. Theuerkauf,31,Germany,69,69,1. FC Heidenheim 1846,700000.0,6000.0,1.0,3.0,2.0,2.0,LB,"Jul 1, 2015",2019,182.88,79.81859410430839,70.0,1100000.0,1.0,0,2,2,60.5,69.25,10.0,60.5,70.0,59.33333333333334,57.0,57.0,60.0
5724,H. Olvera,28,Mexico,69,69,Club Atlas,825000.0,10000.0,1.0,3.0,3.0,1.0,LB,"Jul 1, 2018",2019,175.26,68.93424036281178,64.0,1400000.0,1.0,0,2,2,68.0,67.5,9.2,66.75,65.28571428571429,47.16666666666666,55.0,71.0,55.0
5752,S. Ciss,29,Senegal,69,69,Angers SCO,800000.0,10000.0,1.0,3.0,3.0,2.0,LB,"Jul 17, 2017",2020,172.72,68.93424036281178,84.0,1600000.0,1.0,0,3,2,68.5,65.75,10.2,64.75,71.57142857142857,52.83333333333334,58.5,77.5,61.0
5762,L. Ibáñez,29,Argentina,69,69,Trabzonspor,800000.0,13000.0,1.0,2.0,3.0,2.0,LB,"Aug 4, 2016",2019,170.18,73.01587301587301,75.0,1600000.0,1.0,0,3,2,74.0,64.75,9.8,67.5,72.28571428571429,75.5,62.5,79.5,55.0
5793,Núrio,23,Angola,69,75,Sporting de Charleroi,1200000.0,6000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2017",2020,177.8,73.01587301587301,61.0,2100000.0,1.0,6,3,2,69.0,64.5,9.0,56.5,72.71428571428571,45.16666666666666,64.5,84.5,57.0
5809,Renatao Baumer,34,Brazil,69,69,Vitória,300000.0,6000.0,1.0,2.0,2.0,3.0,LB,"Jan 1, 2018",2021,177.8,76.19047619047619,69.0,570000.0,1.0,0,3,2,60.0,68.5,10.0,64.5,64.28571428571429,55.33333333333334,49.5,66.0,68.0
5825,M. Havel,23,Czech Republic,69,76,Viktoria Plzeň,1200000.0,1000.0,1.0,3.0,2.0,2.0,LB,"Jul 13, 2017",2020,182.88,78.0045351473923,48.0,3000000.0,0.0,7,2,2,50.5,73.0,10.4,46.25,61.42857142857143,29.16666666666667,40.0,63.5,47.0
5839,E. Demir,28,Sweden,69,69,SV Zulte-Waregem,825000.0,7000.0,1.0,2.0,3.0,1.0,LB,"Jul 1, 2018",2021,177.8,69.84126984126982,66.0,1200000.0,1.0,0,3,2,69.5,64.25,10.2,66.0,71.0,55.0,67.0,76.5,53.0
5843,E. Hernández,31,Mexico,69,69,Guadalajara,700000.0,15000.0,1.0,4.0,3.0,3.0,LB,"Jul 1, 2016",2020,165.1,72.10884353741497,64.0,1200000.0,1.0,0,2,2,70.5,65.5,9.8,62.5,68.57142857142857,58.83333333333334,61.5,72.0,66.0
5868,J. Villafaña,28,United States,69,69,Portland Timbers,825000.0,4000.0,1.0,1.0,3.0,1.0,LB,"Aug 9, 2018",2021,175.26,68.02721088435375,55.0,1200000.0,1.0,0,3,2,65.0,64.25,11.2,64.0,69.71428571428571,57.83333333333334,62.5,76.5,61.0
5877,U. Çiftçi,26,Turkey,69,72,Sivasspor,1100000.0,7000.0,1.0,3.0,3.0,2.0,LB,"Jul 1, 2018",2023,180.34,73.01587301587301,70.0,2200000.0,1.0,3,3,2,70.0,64.5,10.8,62.25,65.85714285714286,48.33333333333334,65.0,75.0,55.0
5897,R. Petretta,21,Italy,69,83,FC Basel 1893,2100000.0,8000.0,1.0,3.0,3.0,2.0,LB,"Feb 2, 2017",2022,175.26,69.84126984126982,72.0,4400000.0,1.0,14,2,2,66.5,67.5,10.8,59.5,68.14285714285714,35.0,59.0,79.0,54.0
5902,E. Velarde,32,Mexico,69,69,Monarcas Morelia,575000.0,5000.0,1.0,2.0,2.0,2.0,LB,"Jul 1, 2018",2019,175.26,69.84126984126982,65.0,978000.0,1.0,0,2,2,62.5,67.5,10.0,65.25,70.0,60.33333333333334,60.0,69.5,57.0
5905,M. Olivera,20,Uruguay,69,78,Albacete BP,1400000.0,7000.0,1.0,3.0,2.0,2.0,LB,,"Jun 30, 2019",182.88,78.0045351473923,52.0,,1.0,9,2,2,58.5,70.0,13.6,51.75,58.57142857142857,30.33333333333333,37.5,60.5,68.0
5918,E. Cobbaut,20,Belgium,69,79,RSC Anderlecht,1500000.0,6000.0,1.0,4.0,2.0,1.0,LB,"Jul 1, 2018",2023,187.96,82.99319727891157,68.0,2500000.0,1.0,10,3,3,63.5,65.75,8.6,58.0,64.85714285714286,40.833333333333336,46.0,68.5,65.0
5922,A. Corzo,29,Peru,69,69,,0.0,0.0,1.0,3.0,3.0,2.0,LB,,,172.72,74.82993197278911,53.0,,0.0,0,2,2,64.0,69.25,10.8,53.0,60.42857142857143,44.16666666666666,53.5,70.0,68.0
5939,B. Idowu,26,Nigeria,69,72,Lokomotiv Moscow,1100000.0,1000.0,1.0,3.0,2.0,2.0,LB,"Jul 10, 2018",2021,177.8,76.19047619047619,61.0,2300000.0,0.0,3,3,3,59.0,67.25,12.4,50.25,68.57142857142857,41.333333333333336,53.0,87.5,51.0
5947,A. Ndour,24,Senegal,69,71,RC Strasbourg Alsace,1100000.0,7000.0,1.0,3.0,2.0,1.0,LB,"Jul 7, 2015",2019,185.42,69.84126984126982,64.0,2200000.0,1.0,2,2,2,67.5,68.5,10.6,62.75,63.714285714285715,37.66666666666666,52.5,71.0,68.0
5951,J. Bidwell,25,England,69,72,Queens Park Rangers,1100000.0,5000.0,1.0,2.0,2.0,2.0,LB,"Jul 1, 2016",2019,182.88,69.84126984126982,65.0,2100000.0,1.0,3,3,2,64.0,66.75,12.4,60.75,66.28571428571429,48.33333333333334,61.0,69.0,63.0
5956,Ripa,32,Spain,69,69,CD Numancia,575000.0,5000.0,1.0,3.0,2.0,2.0,LB,"Jul 1, 2011",2019,177.8,73.01587301587301,65.0,920000.0,1.0,0,3,2,62.0,66.25,11.2,59.5,70.42857142857143,43.0,58.0,75.5,49.0
5991,C. M'Bengue,29,Senegal,69,69,AS Saint-Étienne,800000.0,13000.0,1.0,3.0,2.0,2.0,LB,"Jul 20, 2016",2019,182.88,78.91156462585032,71.0,1500000.0,1.0,0,1,2,62.5,68.0,11.8,54.75,67.85714285714286,40.5,51.5,68.5,69.0
5997,M. Abero,28,Uruguay,69,69,Atlético Tucumán,825000.0,6000.0,1.0,2.0,2.0,2.0,LB,"Jul 23, 2018",2022,182.88,81.17913832199547,70.0,1200000.0,1.0,0,2,3,58.5,68.75,8.4,53.5,69.57142857142857,56.83333333333334,52.5,71.0,76.0
5999,E. Castillo,31,United States,69,69,Colorado Rapids,700000.0,18000.0,1.0,3.0,3.0,1.0,LB,,"Dec 31, 2018",170.18,77.09750566893423,70.0,,1.0,0,3,2,69.5,65.5,10.2,61.5,74.57142857142857,62.0,67.5,80.5,51.0
6003,Luís Martins,26,Portugal,69,70,GD Chaves,1000000.0,5000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2018",2020,177.8,67.12018140589569,69.0,2200000.0,1.0,1,3,2,68.0,69.0,11.2,68.25,64.85714285714286,64.83333333333333,56.0,70.0,49.0
6005,L. Diarte,25,Argentina,69,74,San Martin de Tucumán,1200000.0,5000.0,1.0,3.0,2.0,1.0,LB,"Jul 23, 2018",2019,175.26,73.01587301587301,56.0,1800000.0,1.0,5,2,2,61.0,72.25,11.4,44.5,72.57142857142857,32.666666666666664,40.5,62.0,57.0
6025,A. Aldrete,30,Mexico,69,69,Cruz Azul,750000.0,11000.0,1.0,3.0,3.0,1.0,LB,"Jun 8, 2016",2023,177.8,74.82993197278911,68.0,1300000.0,1.0,0,2,2,67.0,67.0,11.8,58.0,71.14285714285714,61.16666666666666,58.5,73.0,62.0
6026,L. De Bock,25,Belgium,69,72,KV Oostende,1100000.0,17000.0,1.0,4.0,3.0,2.0,LB,,"Jun 30, 2019",177.8,74.82993197278911,79.0,,1.0,3,2,3,63.5,67.0,11.0,57.75,71.85714285714286,58.66666666666666,61.0,69.5,65.0
6050,Filipe Ferreira,27,Portugal,69,69,SK Sturm Graz,875000.0,9000.0,1.0,3.0,3.0,2.0,LB,"Jul 3, 2018",2020,177.8,72.10884353741497,65.0,1300000.0,1.0,0,3,2,67.5,66.25,12.8,60.25,69.42857142857143,54.83333333333334,61.5,73.5,56.0
6056,E. Lenjani,28,Albania,69,69,FC Sion,825000.0,14000.0,2.0,3.0,3.0,1.0,LB,"Jul 31, 2017",2020,175.26,64.85260770975057,83.0,1200000.0,1.0,0,3,2,67.0,63.75,10.8,67.0,68.42857142857143,63.66666666666666,66.0,80.5,54.0
6074,Pomares,25,Spain,69,72,Extremadura UD,1100000.0,3000.0,1.0,3.0,2.0,2.0,LB,"Aug 7, 2018",2020,182.88,73.92290249433107,69.0,1800000.0,1.0,3,2,3,60.5,67.0,8.8,54.75,64.14285714285714,47.16666666666666,49.0,74.0,66.0
6080,Raúl Llorente,32,Spain,69,69,Western Sydney Wanderers,575000.0,5000.0,1.0,3.0,2.0,2.0,LB,"Aug 28, 2017",2019,170.18,68.93424036281178,74.0,719000.0,1.0,0,2,2,61.0,65.25,9.8,57.25,73.14285714285714,41.0,55.5,80.5,57.0
6097,A. Parot,28,Chile,69,69,Rosario Central,825000.0,8000.0,1.0,3.0,2.0,2.0,LB,"Jul 13, 2017",2020,180.34,81.17913832199547,83.0,1200000.0,1.0,0,3,2,65.0,67.75,10.8,57.75,68.0,51.83333333333334,57.0,69.0,71.0
6105,M. Zeffane,26,Algeria,69,70,Stade Rennais FC,1000000.0,13000.0,1.0,3.0,3.0,1.0,LB,"Aug 12, 2015",2019,175.26,71.20181405895691,71.0,2000000.0,0.0,1,2,3,64.0,64.5,11.8,65.0,71.85714285714286,60.16666666666666,60.5,73.0,57.0
6117,F. Cordero,30,Chile,69,69,San Martin de Tucumán,750000.0,6000.0,1.0,3.0,3.0,2.0,LB,"Aug 1, 2018",2023,172.72,71.20181405895691,72.0,1100000.0,1.0,0,3,2,65.5,66.25,11.2,61.5,65.14285714285714,61.33333333333334,63.0,75.0,48.0
6140,F. Renzetti,30,Italy,69,69,US Cremonese,750000.0,2000.0,1.0,3.0,2.0,2.0,LB,"Jul 1, 2018",2020,172.72,71.20181405895691,71.0,1200000.0,1.0,0,3,3,61.5,64.5,8.8,60.75,74.85714285714286,57.0,53.5,79.5,52.0
6167,S. Willems,27,France,69,70,Sporting de Charleroi,1000000.0,7000.0,1.0,3.0,2.0,1.0,LB,"Jul 1, 2013",2021,182.88,76.19047619047619,67.0,1600000.0,1.0,1,2,2,57.5,70.0,11.4,53.25,62.57142857142857,52.0,44.0,65.0,68.0
6187,R. Brežančić,28,Serbia,69,69,SD Huesca,825000.0,10000.0,1.0,2.0,2.0,2.0,LB,"Aug 29, 2016",2019,175.26,71.20181405895691,72.0,1800000.0,1.0,0,3,2,60.5,66.0,10.4,56.75,68.28571428571429,46.33333333333334,51.5,75.0,57.0
6204,A. Erdem,29,Turkey,69,69,Medipol Başakşehir FK,800000.0,11000.0,1.0,2.0,3.0,1.0,LB,"Aug 6, 2013",2020,175.26,66.21315192743764,58.0,1500000.0,1.0,0,2,1,70.0,68.0,10.4,63.0,66.28571428571429,42.16666666666666,58.0,71.5,53.0
6207,F. Maouassa,19,France,69,78,Nîmes Olympique,1300000.0,6000.0,1.0,2.0,3.0,2.0,LB,,"Jun 30, 2019",170.18,73.01587301587301,66.0,,1.0,9,3,2,73.5,65.0,8.4,61.0,67.71428571428571,63.66666666666666,64.0,79.0,52.0
6224,L. Wallace,30,Scotland,69,69,Rangers FC,750000.0,21000.0,1.0,2.0,3.0,2.0,LB,"Jul 1, 2011",2019,185.42,74.82993197278911,62.0,1400000.0,1.0,0,3,3,66.0,66.5,9.6,55.5,73.0,50.16666666666666,57.0,76.0,61.0
6229,F. N'Sakala,27,DR Congo,69,69,Alanyaspor,875000.0,7000.0,1.0,2.0,3.0,2.0,LB,"Jul 4, 2017",2020,177.8,73.92290249433107,70.0,1800000.0,1.0,0,3,2,74.0,60.5,11.0,61.0,74.42857142857143,50.0,67.5,84.0,59.0
6259,D. Ismail,24,Iraq,69,75,Çaykur Rizespor,1200000.0,6000.0,1.0,3.0,3.0,1.0,LB,"Aug 31, 2015",2020,177.8,74.82993197278911,65.0,2700000.0,1.0,6,2,2,69.0,67.5,10.2,68.25,64.14285714285714,66.83333333333333,59.0,79.0,48.0
6265,Javi Galán,23,Spain,69,74,Córdoba CF,1200000.0,4000.0,1.0,3.0,3.0,2.0,LB,"Jul 1, 2015",2020,172.72,69.84126984126982,37.0,1900000.0,1.0,5,3,2,66.5,63.25,10.4,65.75,66.85714285714286,55.5,53.5,77.5,68.0
