,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
3702,D. Arias,33,Colombia,72,72,Once Caldas,1300000.0,3000.0,1.0,4.0,3.0,2.0,CDM,"Jul 3, 2018",2022,172.72,73.92290249433107,78.0,1700000.0,0.0,0,2,3,70.5,70.0,11.4,67.5,73.28571428571429,64.66666666666667,59.5,66.5,59.0
3706,T. Trybull,25,Germany,72,74,Norwich City,3200000.0,18000.0,1.0,3.0,3.0,1.0,CDM,"Aug 4, 2017",2021,180.34,72.10884353741497,80.0,6300000.0,0.0,2,2,3,65.0,71.0,11.6,62.5,72.14285714285714,53.66666666666666,57.5,62.0,58.0
3717,K. Kerschbaumer,26,Austria,72,73,FC Ingolstadt 04,3600000.0,19000.0,1.0,4.0,3.0,2.0,CDM,"Jul 1, 2018",2021,180.34,77.09750566893423,76.0,6000000.0,0.0,1,3,3,68.5,62.0,12.2,62.5,72.85714285714286,63.16666666666666,71.5,72.0,48.0
3720,C. Gruezo,23,Ecuador,72,79,FC Dallas,3700000.0,5000.0,1.0,3.0,2.0,2.0,CDM,"Jan 23, 2016",2019,170.18,67.12018140589569,85.0,6400000.0,0.0,7,1,3,65.0,69.75,10.8,56.0,72.57142857142857,48.0,56.5,63.5,58.0
3731,Fernando Bob,30,Brazil,72,72,Minnesota United FC,2300000.0,6000.0,1.0,3.0,3.0,2.0,CDM,"Aug 21, 2018",2019,180.34,78.0045351473923,64.0,3500000.0,1.0,0,2,2,69.0,69.5,9.2,62.5,69.71428571428571,62.83333333333334,63.5,63.0,63.0
3734,G. Barry,37,England,72,72,West Bromwich Albion,425000.0,16000.0,2.0,3.0,3.0,2.0,CDM,"Aug 15, 2017",2019,182.88,78.0045351473923,74.0,808000.0,1.0,0,2,2,72.0,71.5,9.6,71.25,63.714285714285715,69.66666666666667,63.0,31.5,69.0
3737,I. Diomandé,25,Ivory Coast,72,77,Stade Malherbe Caen,3500000.0,14000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2016",2019,182.88,82.08616780045352,77.0,7200000.0,0.0,5,2,3,68.0,71.0,11.6,60.5,69.57142857142857,54.0,45.0,64.0,67.0
3743,A. Biyogo Poko,25,Gabon,72,76,Göztepe SK,3900000.0,17000.0,1.0,3.0,3.0,2.0,CDM,"Jan 16, 2018",2021,172.72,72.10884353741497,91.0,8199999.999999999,0.0,4,3,3,75.0,70.0,13.4,60.0,72.0,53.33333333333334,69.5,74.0,60.0
3770,M. Abeid,25,Algeria,72,74,Dijon FCO,3200000.0,10000.0,1.0,3.0,3.0,3.0,CDM,"Aug 31, 2016",2019,177.8,84.80725623582768,76.0,6600000.0,0.0,2,2,2,74.5,67.0,12.2,66.0,69.28571428571429,67.83333333333333,66.0,62.5,44.0
3774,B. Perlaza,26,Colombia,72,75,Independiente Santa Fe,3200000.0,4000.0,1.0,2.0,3.0,2.0,CDM,"Jan 9, 2015",2019,187.96,82.99319727891157,65.0,4800000.0,0.0,3,2,2,66.0,70.0,14.4,56.0,67.14285714285714,42.5,65.5,51.5,72.0
3783,L. Reyes,27,Chile,72,73,Club Atlas,3500000.0,16000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2018",2019,175.26,74.82993197278911,79.0,6200000.0,0.0,1,2,2,69.5,71.25,12.4,59.5,75.0,58.0,63.0,68.5,53.0
3820,L. Miranda,24,Argentina,72,78,Defensa y Justicia,3600000.0,8000.0,1.0,2.0,3.0,2.0,CDM,"Jul 25, 2016",2023,172.72,69.84126984126982,70.0,6200000.0,0.0,6,2,2,72.0,64.75,11.8,66.5,71.0,64.0,66.0,79.0,58.0
3821,R. Holzhauser,25,Austria,72,76,Grasshopper Club Zürich,3400000.0,10000.0,1.0,3.0,3.0,1.0,CDM,"Jun 10, 2018",2020,193.04,83.90022675736961,69.0,5200000.0,1.0,4,3,2,75.0,65.75,11.2,72.0,64.42857142857143,73.83333333333333,70.0,40.5,60.0
3826,E. Şen,29,Belgium,72,72,MKE Ankaragücü,2400000.0,15000.0,1.0,3.0,3.0,2.0,CDM,"Aug 31, 2018",2018,180.34,74.82993197278911,72.0,4800000.0,0.0,0,2,3,70.0,72.5,13.2,65.25,69.71428571428571,65.0,60.0,66.5,70.0
3830,M. Camara,21,Guinea,72,82,Olympiacos CFP,4400000.0,1000.0,1.0,2.0,3.0,2.0,CDM,"Jul 1, 2018",2023,180.34,81.17913832199547,80.0,10600000.0,0.0,10,3,3,70.5,69.5,9.8,60.0,69.85714285714286,55.66666666666666,58.5,67.0,69.0
3845,Ronaldo Vieira,19,England,72,81,Sampdoria,4000000.0,9000.0,1.0,3.0,3.0,2.0,CDM,"Aug 1, 2018",2023,177.8,69.84126984126982,80.0,7700000.0,0.0,9,2,2,72.0,69.0,8.6,61.75,74.14285714285714,58.16666666666666,62.0,78.0,53.0
3848,N. Höfler,28,Germany,72,72,SC Freiburg,2500000.0,17000.0,1.0,3.0,2.0,2.0,CDM,"Jul 1, 2010",2021,180.34,78.0045351473923,68.0,4500000.0,0.0,0,2,2,66.5,70.5,10.2,59.5,72.57142857142857,50.83333333333334,57.5,57.0,61.0
3851,A. Çamdalı,34,Germany,72,72,Çaykur Rizespor,950000.0,10000.0,1.0,3.0,2.0,2.0,CDM,"Jul 16, 2018",2019,185.42,74.82993197278911,77.0,1900000.0,0.0,0,2,3,64.5,70.5,11.0,61.5,70.57142857142857,63.0,60.0,38.0,62.0
3867,Luismi,26,Spain,72,77,Real Valladolid CF,3400000.0,13000.0,1.0,3.0,2.0,2.0,CDM,"Jul 1, 2016",2021,177.8,78.91156462585032,81.0,7800000.0,0.0,5,2,3,59.0,72.25,10.6,50.75,69.42857142857143,34.5,44.5,59.5,54.0
3876,Fran Mérida,28,Spain,72,73,CA Osasuna,2800000.0,8000.0,1.0,2.0,3.0,2.0,CDM,"Jul 21, 2016",2020,177.8,73.92290249433107,82.0,4700000.0,1.0,1,2,2,71.0,68.25,9.2,67.25,68.28571428571429,76.83333333333333,70.0,64.5,43.0
3878,S. Sensi,22,Italy,72,77,Sassuolo,3500000.0,26000.0,1.0,4.0,3.0,2.0,CDM,"Jan 13, 2016",2020,167.64,62.13151927437642,69.0,6300000.0,0.0,5,2,2,75.5,67.5,9.6,67.25,68.42857142857143,66.33333333333333,71.0,61.5,30.0
3903,S. Hutchinson,28,England,72,72,Sheffield Wednesday,2500000.0,20000.0,1.0,3.0,2.0,2.0,CDM,"Jul 8, 2014",2020,182.88,73.01587301587301,92.0,4800000.0,0.0,0,2,3,64.5,72.75,10.0,61.75,66.57142857142857,53.5,52.0,65.5,66.0
3914,Nuno Coelho,30,Portugal,72,72,Os Belenenses,2300000.0,5000.0,1.0,3.0,2.0,1.0,CDM,"Jul 25, 2018",2021,182.88,76.19047619047619,81.0,4800000.0,0.0,0,1,2,61.0,72.75,11.0,58.5,71.42857142857143,45.83333333333334,51.0,58.0,65.0
3928,R. Koch,21,Germany,72,80,SC Freiburg,4000000.0,11000.0,1.0,3.0,2.0,1.0,CDM,"Aug 22, 2017",2021,193.04,84.80725623582768,67.0,8000000.0,0.0,8,2,2,62.0,70.25,8.8,52.5,64.28571428571429,37.0,59.0,59.0,72.0
3929,A. Ghazal,26,Egypt,72,75,Vancouver Whitecaps FC,3200000.0,6000.0,1.0,3.0,3.0,1.0,CDM,"Aug 11, 2017",2019,187.96,83.90022675736961,79.0,5100000.0,0.0,3,1,3,65.5,70.5,11.0,51.75,68.0,38.5,54.0,51.5,73.0
3934,A. Tettey,32,Norway,72,72,Norwich City,1800000.0,19000.0,1.0,3.0,2.0,2.0,CDM,"Aug 25, 2012",2020,180.34,68.02721088435375,83.0,3400000.0,0.0,0,2,3,61.0,72.0,23.8,64.5,72.85714285714286,60.33333333333334,58.5,66.0,62.0
3941,R. Woods,24,England,72,77,Stoke City,3500000.0,23000.0,1.0,4.0,3.0,1.0,CDM,,"Jan 1, 2019",172.72,69.84126984126982,74.0,,0.0,5,3,3,74.0,65.75,12.0,68.0,78.42857142857143,56.16666666666666,63.5,72.0,48.0
3949,I. Cofie,26,Ghana,72,73,Real Sporting de Gijón,3600000.0,8000.0,1.0,3.0,3.0,1.0,CDM,"Aug 7, 2018",2020,182.88,74.82993197278911,74.0,6000000.0,0.0,1,2,2,70.0,73.5,9.6,67.5,74.71428571428571,63.0,64.0,67.0,59.0
3956,Y. Cahuzac,33,France,72,72,Toulouse Football Club,1300000.0,18000.0,1.0,3.0,2.0,1.0,CDM,"Jul 25, 2017",2019,177.8,69.84126984126982,88.0,2500000.0,0.0,0,2,3,61.0,69.0,13.6,57.0,70.42857142857143,48.16666666666666,64.5,48.0,66.0
3965,T. Doumbia,28,Mali,72,72,Dinamo Zagreb,2500000.0,1000.0,1.0,3.0,3.0,2.0,CDM,"Jul 24, 2017",2019,193.04,82.99319727891157,81.0,5500000.0,0.0,0,3,3,70.0,70.25,12.2,66.0,73.28571428571429,65.0,69.0,71.0,66.0
3971,O. Skúlason,35,Iceland,71,71,,0.0,0.0,2.0,4.0,2.0,3.0,CDM,,,182.88,81.17913832199547,80.0,,0.0,0,2,3,62.0,68.0,9.0,63.0,71.28571428571429,57.83333333333334,65.5,65.0,67.0
3974,R. Schüller,27,Finland,71,71,Minnesota United FC,2000000.0,5000.0,1.0,3.0,3.0,1.0,CDM,"Jan 24, 2017",2018,177.8,67.12018140589569,77.0,3000000.0,1.0,0,2,3,65.5,70.25,13.0,54.75,66.71428571428571,48.5,57.5,59.0,59.0
3988,Erik Morán,27,Spain,71,73,AEK Athens,2300000.0,1000.0,1.0,3.0,3.0,1.0,CDM,"Jan 2, 2018",2021,187.96,73.92290249433107,75.0,5300000.0,0.0,2,2,2,69.0,68.25,11.6,60.25,63.714285714285715,50.5,63.0,41.0,56.0
4001,E. Cecchini,23,Argentina,71,80,Club Atlético Banfield,3200000.0,6000.0,1.0,2.0,3.0,1.0,CDM,,"Jun 30, 2019",177.8,78.0045351473923,54.0,,0.0,9,3,2,70.5,71.5,12.4,60.0,65.0,56.33333333333334,65.0,72.5,63.0
4009,Serginho,31,Brazil,71,71,Akhisar Belediyespor,1600000.0,11000.0,1.0,3.0,3.0,1.0,CDM,"Aug 1, 2017",2019,177.8,69.84126984126982,75.0,3200000.0,0.0,0,2,2,71.0,69.0,11.4,59.75,72.14285714285714,60.83333333333334,67.5,63.0,59.0
4019,J. Price,25,England,71,74,Colorado Rapids,2500000.0,5000.0,1.0,3.0,2.0,2.0,CDM,"Feb 7, 2018",2022,170.18,68.93424036281178,82.0,3800000.0,0.0,3,2,3,63.0,64.75,11.4,62.75,73.0,54.33333333333334,58.5,57.0,46.0
4031,S. Memišević,24,Bosnia Herzegovina,71,74,FC Groningen,2500000.0,5000.0,1.0,3.0,2.0,2.0,CDM,"Aug 1, 2016",2019,185.42,77.09750566893423,77.0,3900000.0,0.0,3,2,2,52.5,68.5,11.4,47.5,66.28571428571429,37.833333333333336,32.0,58.0,73.0
4040,J. Adéoti,29,Benin,71,71,AJ Auxerre,1800000.0,5000.0,1.0,3.0,2.0,2.0,CDM,"Jun 13, 2017",2020,182.88,81.17913832199547,81.0,3300000.0,0.0,0,2,3,55.5,70.5,9.6,58.75,68.71428571428571,41.833333333333336,62.5,56.0,67.0
4041,R. Caroca,28,Chile,71,71,Universidad de Chile,1900000.0,8000.0,1.0,3.0,3.0,2.0,CDM,"Jun 22, 2017",2019,175.26,72.10884353741497,72.0,2700000.0,0.0,0,2,3,67.5,68.0,10.0,57.75,70.42857142857143,55.16666666666666,66.0,78.0,65.0
4049,T. Schütz,30,Germany,71,71,DSC Arminia Bielefeld,1800000.0,9000.0,1.0,3.0,2.0,2.0,CDM,"Jul 1, 2011",2020,180.34,74.82993197278911,71.0,2800000.0,0.0,0,2,2,61.0,68.5,10.4,61.0,70.0,62.16666666666666,55.5,65.5,69.0
4051,M. Loum,21,Senegal,71,79,Moreirense FC,3000000.0,6000.0,1.0,2.0,2.0,2.0,CDM,,"Jun 30, 2019",187.96,79.81859410430839,75.0,,0.0,8,2,2,60.0,70.25,9.8,54.0,68.28571428571429,52.16666666666666,45.5,49.5,68.0
4059,Babanco,32,Cape Verde,71,71,CD Feirense,1800000.0,8000.0,1.0,3.0,3.0,2.0,CDM,"Jan 24, 2017",2020,177.8,69.84126984126982,68.0,3800000.0,1.0,0,2,2,70.5,68.75,11.0,62.75,70.71428571428571,64.0,68.5,74.0,58.0
4067,J. Grimm,31,France,71,71,RC Strasbourg Alsace,1600000.0,11000.0,1.0,3.0,2.0,1.0,CDM,"Jul 1, 2013",2019,180.34,68.93424036281178,78.0,3200000.0,0.0,0,2,3,60.5,74.0,9.4,52.5,68.0,54.0,42.0,53.5,71.0
4069,B. Touré,26,Mali,71,75,AJ Auxerre,2500000.0,5000.0,1.0,3.0,2.0,1.0,CDM,"Jul 17, 2017",2020,182.88,77.09750566893423,69.0,4800000.0,0.0,4,1,3,66.5,69.0,9.4,58.0,67.42857142857143,55.16666666666666,52.0,47.0,62.0
4078,D. Guerrero,30,Mexico,71,71,Puebla FC,1800000.0,31000.0,1.0,3.0,3.0,2.0,CDM,,"Dec 31, 2018",175.26,71.20181405895691,78.0,,0.0,0,2,3,70.5,66.5,9.6,61.75,66.42857142857143,53.66666666666666,51.5,45.0,63.0
4095,W. Endo,25,Japan,71,75,Sint-Truidense VV,2600000.0,7000.0,1.0,4.0,3.0,2.0,CDM,"Jul 21, 2018",2020,177.8,74.82993197278911,71.0,4100000.0,0.0,4,2,3,68.5,69.0,9.0,57.5,66.42857142857143,57.0,53.0,76.5,70.0
4130,G. Celis,25,Colombia,71,74,Vitória Guimarães,2500000.0,6000.0,1.0,3.0,2.0,2.0,CDM,"Jul 19, 2017",2021,177.8,73.01587301587301,90.0,5400000.0,0.0,3,2,3,66.5,70.5,9.4,52.0,67.42857142857143,40.5,56.0,66.0,67.0
4142,Osmar,30,Spain,71,71,Cerezo Osaka,1800000.0,5000.0,2.0,3.0,2.0,2.0,CDM,,"Dec 31, 2018",193.04,88.8888888888889,73.0,,1.0,0,3,3,55.0,70.25,11.4,59.25,61.0,62.16666666666666,63.5,51.5,71.0
4163,A. Nocerino,33,Italy,71,71,Benevento,950000.0,4000.0,2.0,3.0,3.0,2.0,CDM,"Jul 8, 2018",2020,175.26,74.82993197278911,68.0,1500000.0,0.0,0,2,2,68.0,66.0,9.4,70.5,69.71428571428571,67.83333333333333,66.5,55.5,57.0
4176,H. Henao,31,Colombia,71,71,Alianza Petrolera,1600000.0,2000.0,1.0,3.0,3.0,2.0,CDM,"Jul 12, 2018",2022,180.34,68.93424036281178,70.0,2200000.0,0.0,0,2,3,64.5,70.25,10.0,67.75,72.14285714285714,70.33333333333333,59.0,69.0,64.0
4178,J. Gol,32,Poland,71,71,Cracovia,1800000.0,5000.0,1.0,4.0,3.0,2.0,CDM,"Aug 29, 2018",2020,182.88,77.09750566893423,71.0,2400000.0,0.0,0,2,3,69.0,65.75,12.4,64.0,71.14285714285714,62.16666666666666,69.0,64.0,69.0
4188,J. Bostock,26,England,71,74,Toulouse Football Club,2500000.0,16000.0,1.0,3.0,3.0,2.0,CDM,"Jul 5, 2018",2021,187.96,83.90022675736961,72.0,5100000.0,1.0,3,2,2,71.5,64.25,12.8,71.75,72.0,72.33333333333333,66.5,65.5,61.0
4192,R. Aliendro,27,Argentina,71,72,Atlético Tucumán,2200000.0,8000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2017",2021,177.8,68.02721088435375,76.0,3500000.0,0.0,1,2,2,71.5,69.5,10.8,64.5,73.57142857142857,61.16666666666666,66.0,79.5,72.0
4208,Xavi Torres,31,Spain,71,71,Elche CF,1600000.0,5000.0,1.0,3.0,2.0,2.0,CDM,"Jul 31, 2018",2019,182.88,82.08616780045352,75.0,2500000.0,0.0,0,2,2,63.5,67.0,10.2,64.5,69.0,60.0,64.5,48.5,58.0
4223,Y. Bodiger,23,France,71,79,Toulouse Football Club,3000000.0,14000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2015",2020,187.96,79.81859410430839,71.0,6600000.0,1.0,8,2,2,67.0,70.75,12.8,62.25,64.57142857142857,64.5,63.5,52.0,62.0
4227,R. Tesche,31,Germany,71,71,VfL Bochum 1848,2000000.0,12000.0,1.0,4.0,3.0,2.0,CDM,"Jun 25, 2018",2020,180.34,71.20181405895691,68.0,3200000.0,0.0,0,3,3,70.0,66.25,11.2,69.5,73.42857142857143,66.83333333333333,66.5,62.0,74.0
4239,Zheng Zhi,37,China PR,71,71,Guangzhou Evergrande Taobao FC,325000.0,8000.0,1.0,4.0,3.0,2.0,CDM,"Jul 1, 2010",2020,180.34,74.82993197278911,85.0,715000.0,0.0,0,3,3,73.5,71.5,11.8,66.5,62.57142857142857,65.16666666666667,70.5,48.0,64.0
4249,A. Guédioura,32,Algeria,71,71,Nottingham Forest,1800000.0,30000.0,1.0,4.0,3.0,2.0,CDM,"Feb 1, 2018",2020,177.8,81.17913832199547,77.0,3400000.0,0.0,0,3,3,73.5,65.75,11.8,70.5,68.28571428571429,60.33333333333334,63.0,65.5,62.0
4254,Alex das Freitas,30,Brazil,71,71,América FC (Minas Gerais),1800000.0,10000.0,1.0,3.0,2.0,3.0,CDM,"Jan 1, 2018",2021,172.72,76.19047619047619,69.0,3300000.0,0.0,0,2,3,65.5,74.25,10.8,61.25,70.0,55.0,41.5,66.0,53.0
4258,L. Fröde,23,Germany,71,79,MSV Duisburg,3000000.0,5000.0,1.0,2.0,2.0,2.0,CDM,"Jul 1, 2017",2020,193.04,84.80725623582768,74.0,5400000.0,0.0,8,1,3,63.0,68.25,11.6,55.75,65.71428571428571,48.5,49.5,53.5,69.0
4264,M. Mostefa,34,Algeria,71,71,AS Béziers,725000.0,4000.0,1.0,3.0,2.0,3.0,CDM,"Jul 18, 2018",2021,180.34,82.08616780045352,85.0,1300000.0,0.0,0,2,3,62.0,65.5,9.0,54.5,70.0,50.33333333333334,53.5,46.5,73.0
4266,O. Mangala,20,Belgium,71,82,Hamburger SV,4000000.0,15000.0,1.0,4.0,3.0,2.0,CDM,,"Jun 30, 2019",177.8,78.0045351473923,65.0,,0.0,11,2,2,76.5,64.5,7.4,64.0,70.0,52.16666666666666,65.0,71.5,51.0
4275,S. Piette,23,Canada,71,76,Montreal Impact,2700000.0,5000.0,1.0,2.0,2.0,3.0,CDM,"Aug 4, 2017",2020,170.18,78.91156462585032,81.0,4200000.0,0.0,5,1,3,62.5,68.25,10.2,53.5,75.14285714285714,54.16666666666666,50.0,66.0,58.0
4276,N. Ortigoza,33,Paraguay,71,71,Rosario Central,950000.0,10000.0,1.0,3.0,2.0,3.0,CDM,"Dec 28, 2017",2019,180.34,78.0045351473923,82.0,1400000.0,0.0,0,2,2,68.0,63.75,13.2,63.0,59.28571428571429,62.16666666666666,71.0,34.0,61.0
4279,Jean Cléber,28,Brazil,71,71,Clube Sport Marítimo,2400000.0,8000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2016",2021,180.34,79.81859410430839,74.0,4900000.0,0.0,0,2,2,69.0,67.25,11.8,60.5,68.71428571428571,53.33333333333334,69.5,62.5,60.0
4299,Toribio,29,Spain,71,71,AD Alcorcón,1800000.0,7000.0,1.0,3.0,2.0,2.0,CDM,"Jul 1, 2015",2021,175.26,71.20181405895691,83.0,2900000.0,1.0,0,2,3,52.5,71.25,13.8,57.5,71.71428571428571,53.0,55.0,59.0,46.0
4304,M. Ilaimaharitra,22,Madagascar,71,77,Sporting de Charleroi,2800000.0,8000.0,1.0,3.0,3.0,2.0,CDM,"Jul 17, 2017",2021,177.8,78.91156462585032,76.0,4700000.0,0.0,6,2,2,65.0,68.5,11.2,60.0,70.28571428571429,53.33333333333334,55.5,64.5,58.0
4314,A. Abrashi,28,Albania,71,71,SC Freiburg,1900000.0,15000.0,1.0,2.0,2.0,3.0,CDM,"Jul 1, 2015",2020,172.72,71.20181405895691,89.0,3500000.0,0.0,0,3,3,61.5,73.75,14.0,55.75,74.71428571428571,56.33333333333334,58.0,65.5,38.0
4318,Garrido,28,Spain,71,71,Cádiz CF,1900000.0,7000.0,1.0,3.0,2.0,3.0,CDM,"Jul 21, 2016",2020,185.42,81.17913832199547,85.0,3100000.0,0.0,0,1,3,55.0,67.75,11.0,51.5,61.57142857142857,45.5,54.5,38.5,52.0
4333,Escassi,29,Spain,71,72,CD Numancia,2100000.0,7000.0,1.0,4.0,2.0,2.0,CDM,"Jul 1, 2016",2020,185.42,78.0045351473923,77.0,3500000.0,0.0,1,2,2,64.0,69.25,9.8,56.0,68.71428571428571,46.83333333333334,51.5,49.5,67.0
4374,M. Hartmann,30,Germany,71,71,SG Dynamo Dresden,1800000.0,12000.0,1.0,3.0,2.0,2.0,CDM,"Jul 1, 2013",2020,193.04,93.87755102040815,80.0,2800000.0,0.0,0,2,2,54.0,73.5,13.4,53.0,63.0,50.83333333333334,53.5,49.0,72.0
4383,Saberto Botelho,30,Brazil,71,71,Atlético Paranaense,1800000.0,9000.0,1.0,3.0,2.0,2.0,CDM,"Jan 1, 2018",2021,182.88,77.09750566893423,88.0,3300000.0,0.0,0,2,2,57.0,71.25,13.8,55.5,70.14285714285714,46.66666666666666,48.5,66.5,69.0
4394,P. Ledesma,34,Argentina,71,71,Patronato,725000.0,9000.0,1.0,3.0,3.0,2.0,CDM,"Jul 23, 2018",2022,177.8,78.91156462585032,76.0,1100000.0,0.0,0,2,2,68.0,63.25,9.4,69.0,68.85714285714286,59.66666666666666,68.0,50.5,64.0
4397,Artur,22,Brazil,71,76,Columbus Crew SC,2700000.0,5000.0,1.0,2.0,3.0,2.0,CDM,"Feb 7, 2018",2021,180.34,69.84126984126982,71.0,4200000.0,0.0,5,2,2,72.5,67.5,8.0,57.5,70.57142857142857,51.0,58.5,68.5,59.0
4399,S. Martínez,24,Chile,71,74,CD Huachipato,2500000.0,7000.0,1.0,3.0,3.0,1.0,CDM,,"Dec 31, 2018",175.26,68.02721088435375,69.0,,0.0,3,2,3,66.5,70.75,10.6,63.75,67.71428571428571,47.66666666666666,50.0,68.0,45.0
4409,S. Schwab,27,Austria,71,72,SK Rapid Wien,2200000.0,11000.0,1.0,4.0,3.0,3.0,CDM,"Jul 1, 2014",2020,182.88,78.0045351473923,70.0,3500000.0,1.0,1,2,2,69.0,64.5,12.0,69.5,72.14285714285714,65.0,67.5,70.5,69.0
4420,X. Chavalerin,27,France,71,72,Stade de Reims,2200000.0,11000.0,1.0,3.0,3.0,1.0,CDM,"Jun 22, 2017",2019,177.8,68.93424036281178,57.0,4600000.0,1.0,1,2,2,66.5,67.75,10.6,67.75,62.714285714285715,61.16666666666666,64.5,69.0,48.0
4452,P. Oniangué,29,Congo,71,71,Stade Malherbe Caen,1800000.0,14000.0,2.0,2.0,3.0,1.0,CDM,"Jul 12, 2018",2022,190.5,78.0045351473923,73.0,3700000.0,0.0,0,2,2,67.0,70.25,10.4,61.0,71.28571428571429,67.16666666666667,66.5,64.5,77.0
4459,Gumbau,23,Spain,71,77,CD Leganés,2800000.0,14000.0,1.0,3.0,3.0,1.0,CDM,"Jul 12, 2017",2020,187.96,77.09750566893423,60.0,6400000.0,1.0,6,2,2,70.5,67.25,11.8,63.5,53.85714285714285,63.5,61.0,31.5,68.0
4471,E. Kaçe,24,Albania,71,74,Panathinaikos FC,3000000.0,1000.0,1.0,4.0,3.0,1.0,CDM,"Dec 30, 2010",2020,170.18,62.13151927437642,81.0,6700000.0,0.0,3,3,3,70.0,70.5,11.6,66.25,69.14285714285714,66.5,64.5,75.5,46.0
4481,T. Dingomé,27,France,71,72,Stade de Reims,2200000.0,11000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2018",2021,175.26,68.93424036281178,69.0,4600000.0,1.0,1,2,2,70.0,68.75,9.8,68.0,72.42857142857143,59.83333333333334,66.5,67.5,64.0
4489,João Gamboa,21,Portugal,71,79,Clube Sport Marítimo,3000000.0,5000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2017",2022,187.96,79.81859410430839,65.0,7000000.0,0.0,8,2,2,73.0,68.0,12.0,62.0,65.28571428571429,52.33333333333334,65.0,64.0,62.0
4508,B. Leal,36,Chile,71,71,San Luis de Quillota,750000.0,2000.0,1.0,3.0,3.0,2.0,CDM,"Jun 14, 2016",2018,172.72,63.94557823129252,67.0,1000000.0,0.0,0,2,2,70.0,68.25,12.0,70.5,66.0,66.66666666666667,63.0,44.5,53.0
4514,Fabrício Baiano,26,Brazil,71,75,Clube Sport Marítimo,2500000.0,7000.0,1.0,3.0,2.0,3.0,CDM,"Jul 1, 2017",2020,177.8,74.82993197278911,83.0,5500000.0,0.0,4,2,2,65.5,69.75,11.2,56.25,72.0,46.16666666666666,42.0,64.5,53.0
4521,C. Gülselam,30,Turkey,71,71,Alanyaspor,1800000.0,9000.0,1.0,3.0,2.0,2.0,CDM,"Aug 28, 2018",2020,193.04,87.98185941043086,72.0,3500000.0,0.0,0,2,3,60.5,73.0,10.6,55.0,61.714285714285715,54.83333333333334,53.5,52.5,80.0
4526,R. Oshima,25,Japan,71,73,Kawasaki Frontale,2400000.0,6000.0,1.0,4.0,3.0,1.0,CDM,"Jan 1, 2011",2021,167.64,63.94557823129252,60.0,3300000.0,0.0,2,2,2,72.5,65.25,9.0,69.0,75.0,68.33333333333333,69.5,82.5,34.0
4530,L. Sadiku,26,Kosovo,71,73,Kasimpaşa SK,2400000.0,9000.0,1.0,3.0,2.0,1.0,CDM,"Aug 18, 2016",2019,185.42,69.84126984126982,71.0,4900000.0,0.0,2,2,3,60.5,70.25,13.0,57.5,68.42857142857143,59.5,56.0,51.0,54.0
4553,A. De Sart,21,Belgium,71,78,Sint-Truidense VV,3300000.0,6000.0,1.0,3.0,3.0,1.0,CDM,"Jan 3, 2016",2019,180.34,67.12018140589569,59.0,5600000.0,0.0,7,2,3,69.0,65.5,12.6,70.25,67.85714285714286,67.66666666666667,68.5,63.0,67.0
4561,J. De Sart,23,Belgium,71,76,KV Kortrijk,2700000.0,8000.0,1.0,3.0,3.0,1.0,CDM,"Aug 31, 2018",2020,185.42,73.01587301587301,74.0,4200000.0,0.0,5,2,2,66.5,68.5,10.8,70.0,68.28571428571429,65.0,58.0,58.5,64.0
4571,D. Lemos,29,Argentina,71,71,Patronato,1800000.0,10000.0,1.0,3.0,2.0,2.0,CDM,"Jan 7, 2016",2019,177.8,82.08616780045352,84.0,2700000.0,0.0,0,1,3,61.0,72.25,11.8,54.25,71.85714285714286,47.16666666666666,53.0,65.0,72.0
4578,Stephen Eustáquio,21,Portugal,71,83,GD Chaves,3800000.0,5000.0,1.0,3.0,2.0,1.0,CDM,"Jan 31, 2018",2023,177.8,68.02721088435375,64.0,8600000.0,0.0,12,2,2,71.5,67.75,11.4,67.25,71.28571428571429,59.16666666666666,63.5,64.5,55.0
4590,M. Guendouzi,19,France,71,84,Arsenal,4000000.0,20000.0,1.0,3.0,3.0,1.0,CDM,"Jul 11, 2018",2023,185.42,68.02721088435375,73.0,10000000.0,0.0,13,2,3,68.5,66.5,9.8,66.25,66.71428571428571,60.33333333333334,62.0,63.0,64.0
4598,Andrei Girotto,26,Brazil,71,73,FC Nantes,2400000.0,15000.0,1.0,2.0,2.0,2.0,CDM,"Aug 12, 2017",2021,185.42,78.91156462585032,77.0,4700000.0,0.0,2,1,3,69.0,72.25,9.0,64.25,60.28571428571429,61.33333333333334,55.5,60.5,70.0
