,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
4528,N. Kebano,26,DR Congo,71,72,Fulham,2800000.0,35000.0,1.0,3.0,3.0,2.0,LW,"Aug 26, 2016",2019,170.18,64.85260770975057,49.0,5500000.0,0.0,1,3,2,73.5,35.25,14.6,66.25,68.71428571428571,67.5,67.0,80.5,52.0
4564,D. Avdijaj,21,Kosovo,71,78,Willem II,3400000.0,6000.0,1.0,4.0,3.0,2.0,LW,"Aug 16, 2018",2019,172.72,69.84126984126982,68.0,5500000.0,0.0,7,3,2,74.5,21.75,10.6,66.0,67.42857142857143,66.33333333333333,68.0,73.5,44.0
4592,P. Ebert,31,Germany,71,71,SG Dynamo Dresden,2100000.0,13000.0,1.0,4.0,3.0,3.0,LW,"Jul 1, 2018",2019,175.26,78.0045351473923,68.0,3300000.0,0.0,0,2,3,70.0,58.0,10.4,72.0,68.85714285714286,71.83333333333333,68.0,63.5,58.0
4601,D. Sallói,21,Hungary,71,80,Sporting Kansas City,3700000.0,5000.0,1.0,3.0,3.0,1.0,LW,"Jan 13, 2016",2019,185.42,68.02721088435375,65.0,6300000.0,0.0,9,3,2,70.5,33.75,8.0,65.25,70.71428571428571,68.33333333333333,65.5,78.0,63.0
4612,H. Toledo,22,Argentina,71,76,Argentinos Juniors,3200000.0,9000.0,1.0,3.0,3.0,1.0,LW,"Jul 24, 2016",2019,177.8,72.10884353741497,52.0,4800000.0,0.0,5,2,1,74.0,46.0,10.6,65.75,68.0,66.83333333333333,66.0,76.5,59.0
4706,J. Bolingi,24,DR Congo,71,76,Royal Antwerp FC,3200000.0,8000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2018",2022,187.96,69.84126984126982,65.0,5100000.0,0.0,5,2,3,69.5,22.5,9.0,54.75,67.85714285714286,55.0,66.0,76.0,76.0
4771,A. Preciado,23,Ecuador,70,74,Santos Laguna,2300000.0,11000.0,1.0,3.0,3.0,1.0,LW,"Jul 22, 2018",2019,182.88,71.20181405895691,43.0,4100000.0,1.0,4,3,1,70.5,26.75,7.6,69.75,66.71428571428571,66.83333333333333,62.5,81.5,71.0
4863,Bismark,24,Brazil,70,72,Al Qadisiyah,2200000.0,10000.0,1.0,4.0,3.0,2.0,LW,"Jul 6, 2016",2023,170.18,78.0045351473923,57.0,3800000.0,0.0,2,3,2,69.5,32.0,9.4,59.25,69.71428571428571,67.0,66.5,90.0,54.0
4903,O. Okwonkwo,20,Nigeria,70,85,Bologna,3900000.0,14000.0,1.0,3.0,3.0,1.0,LW,"Aug 22, 2016",2021,180.34,72.10884353741497,37.0,9100000.0,0.0,15,3,2,77.5,41.0,10.8,67.75,63.85714285714285,64.16666666666667,59.0,89.0,46.0
4907,N. Mihajlović,22,Serbia,70,76,SC Heerenveen,2400000.0,6000.0,1.0,2.0,3.0,2.0,LW,"Jun 28, 2017",2021,172.72,71.20181405895691,38.0,4100000.0,0.0,6,2,2,75.5,27.75,9.0,62.25,61.42857142857143,63.16666666666666,67.0,77.5,58.0
4947,A. El Jadeyaoui,31,Morocco,70,70,Grenoble Foot 38,1600000.0,4000.0,1.0,4.0,3.0,2.0,LW,"Jan 5, 2018",2021,177.8,69.84126984126982,48.0,2700000.0,1.0,0,2,2,71.5,38.25,12.2,63.5,65.85714285714286,54.5,68.0,83.5,48.0
4980,Moon Seon Min,26,Korea Republic,70,70,Incheon United FC,1900000.0,4000.0,1.0,3.0,3.0,1.0,LW,"Jan 6, 2017",2023,172.72,68.02721088435375,45.0,2400000.0,0.0,0,3,2,69.5,35.5,9.8,59.25,70.57142857142857,57.83333333333334,68.5,86.0,52.0
4982,C. Insaurralde,26,Argentina,70,70,Club América,1900000.0,32000.0,1.0,3.0,3.0,2.0,LW,"Jul 23, 2018",2019,182.88,72.10884353741497,50.0,3200000.0,0.0,0,2,1,70.5,36.0,9.6,55.75,72.14285714285714,66.0,63.0,80.0,66.0
4989,Lee Seung Woo,20,Korea Republic,70,79,Hellas Verona,2800000.0,3000.0,1.0,3.0,3.0,2.0,LW,"Aug 31, 2017",2021,172.72,63.03854875283447,34.0,5000000.0,0.0,9,2,2,74.5,20.75,11.2,60.75,63.0,54.33333333333334,63.0,78.0,62.0
5029,S. De Ridder,31,Belgium,70,70,Sporting Lokeren,1600000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Aug 20, 2016",2020,177.8,71.20181405895691,78.0,2300000.0,0.0,0,3,2,73.0,33.25,12.6,66.75,72.28571428571429,68.16666666666667,65.5,69.0,54.0
5094,J. Benítez,26,Argentina,70,70,CD Universidad de Concepción,1900000.0,3000.0,1.0,3.0,3.0,2.0,LW,"Jul 1, 2016",2023,177.8,77.09750566893423,62.0,2700000.0,1.0,0,2,2,71.5,31.0,10.8,60.25,68.57142857142857,58.5,64.0,80.5,51.0
5121,C. Hudson-Odoi,17,England,70,87,Chelsea,3500000.0,25000.0,1.0,3.0,4.0,1.0,LW,"Jul 5, 2017",2020,177.8,74.82993197278911,50.0,8700000.0,0.0,17,3,2,74.5,28.5,11.6,61.5,65.85714285714286,59.83333333333334,62.0,85.0,53.0
5155,F. Ayité,29,Togo,70,70,Fulham,1700000.0,31000.0,1.0,4.0,3.0,2.0,LW,"Jul 1, 2016",2019,175.26,73.92290249433107,48.0,3300000.0,0.0,0,2,3,70.5,30.0,11.4,63.5,71.14285714285714,67.5,64.0,82.5,58.0
5191,Gabriel Xavier,24,Brazil,70,74,Nagoya Grampus,2300000.0,5000.0,1.0,3.0,3.0,2.0,LW,"Jul 16, 2018",2019,167.64,60.770975056689345,41.0,3100000.0,0.0,4,2,1,72.0,38.75,11.6,61.25,65.0,59.5,67.5,74.0,45.0
5257,O. Dramé,25,France,70,71,Os Belenenses,2100000.0,5000.0,1.0,3.0,4.0,3.0,LW,"Sep 24, 2018",2020,175.26,69.84126984126982,71.0,4600000.0,0.0,1,3,2,73.0,38.5,11.4,58.5,66.71428571428571,60.83333333333334,62.0,90.0,59.0
5264,R. Improta,24,Italy,70,74,Benevento,2300000.0,3000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2018",2021,177.8,73.01587301587301,25.0,3900000.0,0.0,4,3,2,72.0,20.5,10.4,63.25,64.28571428571429,50.5,59.5,80.5,43.0
5299,O. Nguette,23,Senegal,70,75,FC Metz,2400000.0,5000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2016",2019,182.88,76.19047619047619,51.0,4500000.0,0.0,5,3,2,73.0,36.5,9.0,62.5,68.71428571428571,61.66666666666666,66.0,86.0,64.0
5348,R. Bonevacia,26,Curacao,70,70,Western Sydney Wanderers,1900000.0,6000.0,1.0,3.0,3.0,2.0,LW,"Jun 1, 2017",2019,170.18,64.85260770975057,71.0,2400000.0,0.0,0,3,3,70.5,59.0,14.6,64.25,75.28571428571429,63.0,67.5,80.0,59.0
5400,Murilo Freitas,22,Brazil,70,80,Rio Ave FC,2900000.0,6000.0,1.0,2.0,4.0,2.0,LW,"Jul 1, 2016",2021,175.26,66.21315192743764,63.0,6600000.0,1.0,10,2,2,75.5,28.75,10.0,56.25,69.42857142857143,67.16666666666667,65.5,77.5,43.0
5416,B. Kololli,26,Kosovo,70,71,FC Zürich,2100000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Jul 21, 2018",2021,182.88,82.08616780045352,57.0,3200000.0,0.0,1,2,2,66.0,51.25,9.8,66.25,69.57142857142857,64.33333333333333,65.0,76.5,57.0
5454,C. Buonaiuto,25,Italy,70,71,Benevento,2100000.0,3000.0,1.0,3.0,3.0,2.0,LW,,"Jun 30, 2019",177.8,68.02721088435375,44.0,,0.0,1,3,2,70.0,40.0,10.0,65.0,67.0,66.83333333333333,67.0,78.0,55.0
5458,K. Mahachi,24,Zimbabwe,70,73,Orlando Pirates,2300000.0,1000.0,1.0,4.0,3.0,2.0,LW,"Jun 11, 2018",2021,170.18,60.770975056689345,78.0,5000000.0,0.0,3,3,2,71.0,59.0,10.0,67.75,68.85714285714286,54.5,71.5,85.0,61.0
5631,L. Mancuso,26,Italy,70,71,Pescara,2100000.0,47000.0,1.0,4.0,3.0,1.0,LW,,"Jun 30, 2019",182.88,77.09750566893423,48.0,,0.0,1,3,2,70.0,29.5,10.2,63.25,73.14285714285714,60.33333333333334,68.0,77.5,53.0
5649,C. Lombardi,22,Italy,69,74,Lazio,1400000.0,19000.0,1.0,4.0,3.0,2.0,LW,"Jul 1, 2012",2022,180.34,74.82993197278911,38.0,2500000.0,0.0,5,2,2,73.5,25.75,11.2,58.75,60.14285714285714,54.5,62.5,76.5,54.0
5855,A. Trajkovski,25,FYR Macedonia,69,72,Palermo,1300000.0,3000.0,1.0,4.0,3.0,2.0,LW,"Jul 1, 2015",2020,180.34,78.0045351473923,39.0,2200000.0,0.0,3,1,1,76.0,21.75,12.0,64.25,64.42857142857143,70.83333333333333,62.0,74.5,61.0
5874,M. Rojas,26,New Zealand,69,69,SC Heerenveen,1100000.0,5000.0,1.0,4.0,4.0,2.0,LW,"Jul 28, 2017",2019,167.64,63.94557823129252,49.0,1700000.0,0.0,0,3,2,71.5,25.5,8.8,62.5,63.14285714285714,65.33333333333333,63.0,88.5,21.0
5882,J. Mees,22,Germany,69,78,1. FC Union Berlin,1600000.0,14000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2018",2021,180.34,73.01587301587301,49.0,2900000.0,0.0,9,2,2,71.0,17.25,9.6,61.0,66.85714285714286,62.0,66.5,73.5,48.0
5970,P. Rodríguez,28,Argentina,69,69,Moreirense FC,1100000.0,4000.0,1.0,4.0,3.0,1.0,LW,"Aug 22, 2018",2021,170.18,59.86394557823129,26.0,2200000.0,0.0,0,2,2,71.0,29.5,10.4,69.5,66.0,66.66666666666667,66.0,77.5,50.0
5977,I. Ouali,30,Algeria,69,69,KV Kortrijk,1000000.0,8000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2016",2019,175.26,69.84126984126982,48.0,1500000.0,1.0,0,3,1,69.5,37.0,9.8,62.75,72.28571428571429,61.83333333333334,60.5,89.0,49.0
6023,H. Aiesh,23,Sweden,69,74,Östersunds FK,1400000.0,3000.0,1.0,4.0,3.0,1.0,LW,"Jan 1, 2015",2020,180.34,72.10884353741497,80.0,1900000.0,0.0,5,2,3,74.5,42.5,10.4,55.0,71.42857142857143,50.33333333333334,60.5,88.0,34.0
6048,D. Accam,27,Ghana,69,69,Philadelphia Union,1100000.0,5000.0,1.0,3.0,3.0,1.0,LW,"Feb 7, 2018",2022,175.26,78.91156462585032,59.0,1700000.0,0.0,0,2,1,70.0,41.25,12.0,57.75,66.42857142857143,68.0,63.5,90.0,45.0
6063,C. Chávez,31,Argentina,69,69,Club Atlético Aldosivi,925000.0,7000.0,1.0,3.0,3.0,1.0,LW,"Jan 5, 2018",2020,170.18,66.21315192743764,44.0,1300000.0,0.0,0,2,2,73.0,27.0,11.8,59.5,65.14285714285714,63.5,63.5,76.0,60.0
6128,Y. de Lanlay,26,Norway,69,70,Rosenborg BK,1200000.0,4000.0,1.0,3.0,3.0,1.0,LW,"Jul 22, 2015",2019,180.34,72.10884353741497,45.0,1700000.0,0.0,1,3,2,69.5,52.0,11.0,61.25,71.85714285714286,61.33333333333334,65.0,84.5,42.0
6169,Alex,26,Portugal,69,69,Vitória de Setúbal,1100000.0,4000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2018",2020,175.26,68.02721088435375,50.0,2400000.0,1.0,0,2,2,70.5,26.25,11.4,66.5,64.14285714285714,68.5,66.0,72.5,52.0
6243,J. Repas,21,Slovenia,69,80,Stade Malherbe Caen,1800000.0,9000.0,1.0,5.0,3.0,2.0,LW,"Aug 25, 2017",2021,170.18,68.02721088435375,39.0,4000000.0,1.0,11,3,2,73.0,39.5,9.4,65.5,61.0,61.0,61.5,78.5,52.0
6245,P. Cibicki,24,Sweden,69,74,Molde FK,1400000.0,19000.0,1.0,2.0,3.0,1.0,LW,,"Dec 31, 2018",182.88,66.21315192743764,57.0,,0.0,5,3,2,66.0,27.0,8.2,59.75,70.71428571428571,63.83333333333334,69.5,79.5,57.0
6254,S. Hedlund,25,Sweden,69,72,1. FC Union Berlin,1300000.0,15000.0,1.0,4.0,3.0,1.0,LW,"Aug 29, 2016",2020,175.26,68.02721088435375,74.0,2200000.0,0.0,3,3,2,70.5,23.25,11.2,59.5,68.57142857142857,58.33333333333334,61.0,90.5,43.0
6257,M. Hartel,22,Germany,69,76,1. FC Union Berlin,1500000.0,14000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2020,175.26,68.93424036281178,47.0,2700000.0,0.0,7,2,2,75.0,29.75,11.8,63.25,64.28571428571429,58.66666666666666,62.0,75.5,45.0
6285,João Victor,24,Brazil,69,72,LASK Linz,1300000.0,6000.0,1.0,4.0,4.0,2.0,LW,"Jul 21, 2017",2021,177.8,72.10884353741497,31.0,2000000.0,1.0,3,2,2,68.0,23.25,11.8,59.0,64.14285714285714,58.83333333333334,64.5,88.5,54.0
6307,Niltinho,24,Brazil,69,72,GD Chaves,1300000.0,5000.0,1.0,3.0,4.0,2.0,LW,"Aug 7, 2018",2022,175.26,68.02721088435375,51.0,2900000.0,1.0,3,2,3,72.0,41.5,10.2,61.5,66.85714285714286,63.66666666666666,64.0,82.5,47.0
6309,Fredy,28,Angola,69,69,Os Belenenses,1100000.0,4000.0,1.0,3.0,4.0,2.0,LW,"Jul 1, 2017",2019,170.18,68.02721088435375,53.0,2200000.0,0.0,0,3,2,69.5,20.75,12.2,61.75,67.85714285714286,63.66666666666666,61.0,89.5,45.0
6351,M. Stefaniak,23,Germany,69,76,VfL Wolfsburg,1500000.0,18000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2022,177.8,76.19047619047619,41.0,2800000.0,0.0,7,2,2,70.5,27.0,11.2,63.5,66.85714285714286,68.5,63.5,82.5,40.0
6369,C. Keita,22,Mali,69,75,KAS Eupen,1400000.0,12000.0,1.0,2.0,3.0,2.0,LW,,"Jun 30, 2019",182.88,76.19047619047619,66.0,,1.0,6,2,2,73.5,65.0,11.6,55.75,66.57142857142857,40.833333333333336,60.5,79.5,57.0
6401,S. Benrahma,22,Algeria,69,75,Brentford,1400000.0,19000.0,1.0,4.0,3.0,2.0,LW,"Jul 6, 2018",2022,172.72,67.12018140589569,45.0,3000000.0,0.0,6,3,1,73.5,32.0,10.6,65.5,59.57142857142857,68.16666666666667,61.5,75.0,47.0
6436,H. Duljević,24,Bosnia Herzegovina,69,72,SG Dynamo Dresden,1300000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Aug 4, 2017",2020,185.42,82.08616780045352,67.0,2200000.0,0.0,3,2,2,78.0,39.25,10.8,61.75,71.0,60.66666666666666,65.0,74.0,57.0
6452,D. Saint-Louis,23,Congo,69,75,Paris FC,1400000.0,4000.0,1.0,3.0,3.0,1.0,LW,"Aug 24, 2017",2019,182.88,78.0045351473923,39.0,2800000.0,0.0,6,2,1,72.5,29.0,12.0,63.5,66.0,64.16666666666667,61.0,78.5,53.0
6524,J. Zacaría,28,Argentina,69,69,Universidad de Chile,1100000.0,7000.0,1.0,3.0,3.0,2.0,LW,"Jul 29, 2016",2018,172.72,76.19047619047619,48.0,1500000.0,1.0,0,3,3,70.0,54.25,10.2,63.5,65.42857142857143,69.66666666666667,67.0,77.5,47.0
6559,Brahim Díaz,18,Spain,69,86,Manchester City,2200000.0,24000.0,1.0,5.0,4.0,2.0,LW,"Aug 31, 2016",2019,170.18,68.02721088435375,41.0,5400000.0,0.0,17,2,2,75.0,26.75,10.2,54.5,64.14285714285714,61.0,64.5,74.5,30.0
6605,Minhoca,30,Portugal,69,69,Santa Clara,1000000.0,4000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2019,175.26,66.21315192743764,46.0,2100000.0,0.0,0,2,2,73.5,33.5,10.4,65.75,65.28571428571429,62.66666666666666,67.5,66.5,43.0
6612,G. Bueno,24,Uruguay,68,71,Club Atlético Colón,1100000.0,5000.0,1.0,3.0,3.0,2.0,LW,"Aug 22, 2018",2023,175.26,73.01587301587301,42.0,1800000.0,1.0,3,3,2,68.5,19.0,11.0,61.75,65.42857142857143,65.0,66.0,78.0,46.0
6632,Avto,26,Georgia,68,68,GD Chaves,950000.0,5000.0,1.0,3.0,4.0,2.0,LW,"Jul 1, 2018",2020,177.8,69.84126984126982,44.0,2000000.0,0.0,0,2,2,72.5,26.75,11.8,59.5,64.42857142857143,59.16666666666666,64.0,77.0,52.0
6671,R. Curtis,22,Republic of Ireland,68,79,Portsmouth,1500000.0,5000.0,1.0,4.0,4.0,1.0,LW,"Jun 9, 2018",2020,182.88,77.09750566893423,78.0,3000000.0,0.0,11,3,3,70.0,39.0,11.6,56.0,70.42857142857143,59.16666666666666,61.0,85.0,51.0
6701,Merquelanz,23,Spain,68,75,Real Sociedad,1300000.0,10000.0,1.0,3.0,3.0,2.0,LW,"Jul 1, 2014",2019,175.26,72.10884353741497,50.0,2900000.0,1.0,7,2,2,71.5,39.0,10.8,58.0,62.42857142857143,55.0,65.5,69.0,36.0
6824,K. Redondo,23,Germany,68,74,1. FC Union Berlin,1200000.0,12000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2015",2019,180.34,68.02721088435375,55.0,2200000.0,1.0,6,2,2,68.0,44.5,9.2,59.0,64.0,56.5,60.5,90.0,43.0
6827,L. Puyo,29,France,68,68,Angers SCO,875000.0,10000.0,1.0,3.0,3.0,2.0,LW,"Jul 12, 2017",2019,182.88,77.09750566893423,69.0,1800000.0,1.0,0,2,2,71.0,53.75,11.4,66.75,69.14285714285714,57.66666666666666,67.5,63.5,58.0
6859,Lee Gwang Hyeok,22,Korea Republic,68,73,Pohang Steelers,1200000.0,4000.0,1.0,4.0,3.0,1.0,LW,"Jan 1, 2014",2023,170.18,63.03854875283447,67.0,1600000.0,1.0,5,3,2,66.0,33.5,10.2,57.0,71.28571428571429,56.5,60.5,89.5,70.0
6918,E. Rashani,25,Kosovo,68,71,Odds BK,1100000.0,3000.0,1.0,4.0,4.0,1.0,LW,"Aug 6, 2017",2020,180.34,71.20181405895691,56.0,1500000.0,1.0,3,2,2,69.5,36.25,11.0,58.0,65.85714285714286,59.83333333333334,65.5,82.5,53.0
6963,A. Vilches,26,Chile,68,70,Universidad Católica,1100000.0,4000.0,1.0,3.0,3.0,2.0,LW,,"Dec 31, 2018",180.34,79.81859410430839,40.0,,0.0,2,2,2,68.5,14.75,12.6,48.25,69.42857142857143,57.66666666666666,57.5,68.5,70.0
6972,C. Martinez,25,Paraguay,68,70,Santos Laguna,1100000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Aug 19, 2018",2023,170.18,69.84126984126982,48.0,1900000.0,1.0,2,3,2,69.0,19.75,10.2,57.75,71.42857142857143,62.33333333333334,64.0,81.0,70.0
6976,V. Parigini,22,Italy,68,79,Torino,1500000.0,15000.0,1.0,3.0,3.0,1.0,LW,"Jul 1, 2013",2020,180.34,69.84126984126982,47.0,2900000.0,0.0,11,3,2,74.0,19.5,9.0,59.0,68.0,59.66666666666666,52.5,74.5,56.0
7022,E. Manu,24,Netherlands,68,71,Akhisar Belediyespor,1100000.0,7000.0,1.0,4.0,3.0,3.0,LW,"Jul 1, 2018",2021,172.72,69.84126984126982,74.0,2400000.0,0.0,3,3,2,72.0,25.75,9.6,57.5,72.28571428571429,62.5,55.5,91.0,59.0
7074,O. Salinas,30,Chile,68,68,CD Everton de Viña del Mar,850000.0,2000.0,1.0,4.0,3.0,2.0,LW,"Jun 3, 2017",2018,172.72,71.20181405895691,48.0,1100000.0,0.0,0,2,2,68.5,23.25,11.0,56.5,69.42857142857143,52.33333333333334,61.5,83.5,68.0
7104,V. Amiri,30,Iran,68,68,Trabzonspor,850000.0,13000.0,1.0,3.0,3.0,2.0,LW,"Jul 21, 2018",2020,180.34,74.82993197278911,33.0,1700000.0,1.0,0,3,2,71.0,32.0,11.4,59.25,61.57142857142857,57.5,63.0,79.0,39.0
7142,T. Chancalay,19,Argentina,68,83,Club Atlético Colón,1900000.0,3000.0,1.0,3.0,3.0,1.0,LW,"Feb 10, 2017",2020,175.26,64.85260770975057,52.0,4100000.0,0.0,15,3,2,74.0,35.25,8.2,64.0,70.0,60.66666666666666,67.5,81.5,54.0
7230,D. Pineda,22,El Salvador,68,74,Santa Clara,1200000.0,3000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2019,177.8,66.21315192743764,29.0,2800000.0,1.0,6,3,2,71.0,27.75,8.6,61.5,63.0,60.33333333333334,61.5,73.5,30.0
7241,J. Kayembe,23,Belgium,68,73,FC Nantes,1200000.0,9000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2021,182.88,73.01587301587301,70.0,2400000.0,1.0,5,2,2,73.5,34.25,11.6,59.75,60.0,46.83333333333334,61.0,81.5,49.0
7271,C. Embalo,23,Guinea Bissau,68,73,Palermo,1200000.0,2000.0,1.0,3.0,3.0,2.0,LW,"Jul 1, 2013",2020,175.26,73.92290249433107,36.0,2000000.0,1.0,5,3,1,71.5,16.5,10.2,58.25,70.71428571428571,59.83333333333334,58.5,91.0,43.0
7315,N. Ben Khalifa,26,Switzerland,68,71,FC St. Gallen,1100000.0,7000.0,1.0,3.0,3.0,2.0,LW,"Jun 30, 2017",2020,185.42,78.91156462585032,52.0,1700000.0,0.0,3,2,2,69.0,28.0,11.4,63.25,67.71428571428571,58.5,69.0,77.0,66.0
7372,K. Gorré,23,Netherlands,68,73,CD Nacional,1200000.0,5000.0,1.0,2.0,3.0,2.0,LW,"Jul 1, 2018",2021,177.8,71.20181405895691,43.0,2600000.0,0.0,5,3,2,70.5,33.0,10.8,57.75,64.28571428571429,64.0,64.0,76.5,37.0
7376,D. Johnsen,20,Norway,68,79,Ajax,1500000.0,6000.0,1.0,3.0,3.0,1.0,LW,"Aug 16, 2017",2021,185.42,74.82993197278911,42.0,2500000.0,0.0,11,2,1,73.0,28.75,9.2,62.25,64.42857142857143,63.5,58.0,81.0,48.0
7420,André Vidigal,19,Portugal,68,78,Fortuna Sittard,1400000.0,2000.0,1.0,3.0,4.0,1.0,LW,"Jan 1, 2018",2022,175.26,67.12018140589569,59.0,2300000.0,1.0,10,2,2,72.0,23.5,10.6,63.5,63.0,53.16666666666666,61.5,82.5,41.0
7431,M. Barbieri,27,Argentina,68,68,Unión La Calera,950000.0,7000.0,1.0,4.0,3.0,3.0,LW,,"Dec 31, 2018",162.56,63.94557823129252,45.0,,0.0,0,3,2,66.5,33.75,13.4,63.75,68.42857142857143,55.5,64.5,76.0,58.0
7472,Alain Oyarzun,24,Spain,68,71,CD Numancia,1100000.0,4000.0,1.0,3.0,3.0,2.0,LW,"Jul 2, 2018",2020,177.8,71.20181405895691,58.0,1900000.0,1.0,3,3,2,70.5,47.0,12.2,63.0,64.14285714285714,62.16666666666666,64.0,72.0,46.0
7513,J. Muñoz,30,Chile,68,68,CD Palestino,850000.0,5000.0,1.0,2.0,3.0,1.0,LW,,"Dec 31, 2018",177.8,72.10884353741497,51.0,,0.0,0,3,1,70.0,35.25,12.2,57.25,70.0,55.83333333333334,66.0,78.0,60.0
7550,G. McCleary,31,Jamaica,68,68,Reading,775000.0,15000.0,1.0,3.0,3.0,2.0,LW,"May 16, 2012",2020,182.88,76.19047619047619,55.0,1500000.0,0.0,0,2,2,68.5,44.75,12.0,63.0,64.85714285714286,68.0,66.5,78.0,55.0
7574,L. Lamprou,20,Greece,68,77,Fortuna Sittard,1400000.0,3000.0,1.0,4.0,3.0,1.0,LW,"Jan 1, 2017",2020,182.88,76.19047619047619,55.0,2300000.0,0.0,9,3,2,68.5,22.0,11.4,59.0,65.42857142857143,61.0,62.5,83.0,61.0
7584,D. Dos Santos,21,Netherlands,68,73,Heracles Almelo,1200000.0,3000.0,1.0,3.0,4.0,2.0,LW,"Aug 30, 2018",2020,175.26,68.93424036281178,60.0,1800000.0,0.0,5,2,2,73.5,40.5,11.2,59.25,65.28571428571429,59.5,63.0,87.0,47.0
7596,C. Cortés,34,Chile,68,68,CD Palestino,450000.0,2000.0,1.0,3.0,3.0,1.0,LW,"Jan 11, 2018",2018,177.8,68.93424036281178,37.0,608000.0,1.0,0,2,2,69.0,36.5,12.4,59.0,61.14285714285714,63.16666666666666,69.5,64.5,48.0
7603,A. Modiba,22,South Africa,68,76,,0.0,0.0,1.0,4.0,3.0,2.0,LW,,,170.18,69.84126984126982,26.0,,1.0,8,3,2,72.5,60.0,9.2,62.5,61.0,55.33333333333334,67.0,82.0,59.0
7607,Y. Baraye,26,Senegal,68,69,Parma,1100000.0,17000.0,1.0,3.0,3.0,1.0,LW,"Aug 30, 2015",2019,177.8,68.93424036281178,51.0,2000000.0,0.0,1,2,3,71.0,49.25,9.2,62.0,61.42857142857143,56.5,62.0,83.0,46.0
7646,J. Pereyra Díaz,27,Argentina,67,67,Club Atlético Lanús,800000.0,7000.0,1.0,3.0,3.0,2.0,LW,"Jul 1, 2018",2023,177.8,72.10884353741497,63.0,1200000.0,0.0,0,2,2,66.0,49.5,11.6,65.25,65.0,61.33333333333334,68.5,73.0,67.0
7662,Choi Jae Hyeon,24,Korea Republic,67,71,Jeonnam Dragons,1000000.0,3000.0,1.0,3.0,3.0,2.0,LW,"Jan 1, 2017",2021,182.88,77.09750566893423,58.0,1300000.0,1.0,4,2,3,68.0,54.0,9.2,55.0,63.57142857142857,51.5,62.0,73.5,54.0
7677,T. Lorch,24,South Africa,67,69,Orlando Pirates,950000.0,1000.0,1.0,4.0,3.0,1.0,LW,"Jan 27, 2017",2020,170.18,66.21315192743764,58.0,2100000.0,0.0,2,2,2,63.5,42.75,8.6,62.5,63.42857142857143,55.66666666666666,63.0,74.5,49.0
7680,L. Marengo,26,Netherlands,67,67,SK Brann,825000.0,2000.0,1.0,3.0,3.0,2.0,LW,"Aug 18, 2017",2019,175.26,69.84126984126982,56.0,1000000.0,0.0,0,2,2,68.5,24.5,9.0,55.75,68.14285714285714,49.83333333333334,60.0,87.0,23.0
7681,L. Memela,30,South Africa,67,67,Orlando Pirates,725000.0,1000.0,1.0,3.0,3.0,2.0,LW,"Jun 24, 2015",2018,167.64,63.94557823129252,46.0,1600000.0,0.0,0,3,2,69.0,44.0,9.2,65.25,61.85714285714285,61.33333333333334,59.0,72.0,32.0
7772,F. Amuzu,18,Belgium,67,81,RSC Anderlecht,1600000.0,3000.0,1.0,5.0,4.0,2.0,LW,"Nov 23, 2017",2019,170.18,64.85260770975057,32.0,3300000.0,0.0,14,3,2,68.0,25.0,11.4,63.25,70.42857142857143,59.33333333333334,60.5,87.0,32.0
7838,L. Menalo,21,Bosnia Herzegovina,67,75,Dinamo Zagreb,1100000.0,1000.0,1.0,3.0,3.0,1.0,LW,"Jul 6, 2018",2023,180.34,73.01587301587301,42.0,2700000.0,0.0,8,2,2,74.0,23.75,9.8,57.25,56.42857142857143,53.16666666666666,56.5,75.5,39.0
7879,J. Pineda,29,Chile,67,67,CD Universidad de Concepción,750000.0,2000.0,1.0,4.0,3.0,1.0,LW,"Jan 9, 2018",2018,177.8,73.92290249433107,57.0,1100000.0,0.0,0,3,2,70.5,23.5,9.2,51.0,66.14285714285714,60.66666666666666,65.0,78.5,53.0
8003,Zheng Long,30,China PR,67,67,Guangzhou Evergrande Taobao FC,725000.0,7000.0,1.0,3.0,3.0,2.0,LW,"Jul 19, 2013",2020,177.8,74.82993197278911,55.0,1600000.0,1.0,0,3,2,68.5,31.75,11.0,56.75,66.71428571428571,62.0,65.5,75.5,42.0
